SID,Date,category,name,value,item,tdif,delta_value
10506,2015-11-15T03:08:00Z,sit,Intellect,0,Intellect,21.5,0.11627906976744186
10506,2015-11-16T00:38:00Z,sit,Intellect,2.5,Intellect,2.3666666666666667,0
10506,2015-11-16T03:00:00Z,sit,Intellect,2.5,Intellect,15.25,0
10506,2015-11-16T18:15:00Z,sit,Intellect,2.5,Intellect,5.9,0
10506,2015-11-17T00:09:00Z,sit,Intellect,2.5,Intellect,17.883333333333333,0
10506,2015-11-17T18:02:00Z,sit,Intellect,2.5,Intellect,4.05,1.234567901234568
10506,2015-11-17T22:05:00Z,sit,Intellect,7.5,Intellect,1.9333333333333333,-3.8793103448275863
10506,2015-11-18T00:01:00Z,sit,Intellect,0,Intellect,21.2,0
10506,2015-11-18T21:13:00Z,sit,Intellect,0,Intellect,2.8833333333333333,0
10506,2015-11-19T00:06:00Z,sit,Intellect,0,Intellect,4.533333333333333,0
10506,2015-11-19T04:38:00Z,sit,Intellect,0,Intellect,16.4,0
10506,2015-11-19T21:02:00Z,sit,Intellect,0,Intellect,3.6166666666666667,0
10506,2015-11-20T00:39:00Z,sit,Intellect,0,Intellect,2.4,0
10506,2015-11-20T03:03:00Z,sit,Intellect,0,Intellect,19.183333333333334,0
10506,2015-11-20T22:14:00Z,sit,Intellect,0,Intellect,4.8,0
10506,2015-11-21T03:02:00Z,sit,Intellect,0,Intellect,16.45,0.303951367781155
10506,2015-11-21T19:29:00Z,sit,Intellect,5,Intellect,22.533333333333335,-0.11094674556213018
10506,2015-11-22T18:01:00Z,sit,Intellect,2.5,Intellect,3.1333333333333333,0.7978723404255319
10506,2015-11-24T21:36:00Z,sit,Intellect,5,Intellect,2.4,-2.0833333333333335
10506,2015-11-28T18:19:00Z,sit,Intellect,0,Intellect,4.533333333333333,0
10506,2015-12-04T03:26:00Z,sit,Intellect,7.5,Intellect,NA,NA
10506,2015-11-12T03:03:00Z,sit,Mating,0,Mating,15.333333333333334,0
10506,2015-11-12T18:23:00Z,sit,Mating,0,Mating,8.7,0
10506,2015-11-13T03:05:00Z,sit,Mating,0,Mating,15.3,0
10506,2015-11-13T18:23:00Z,sit,Mating,0,Mating,9.083333333333334,0
10506,2015-11-14T03:28:00Z,sit,Mating,0,Mating,15.033333333333333,0
10506,2015-11-14T18:30:00Z,sit,Mating,0,Mating,8.633333333333333,0
10506,2015-11-15T03:08:00Z,sit,Mating,0,Mating,21.5,0
10506,2015-11-16T00:38:00Z,sit,Mating,0,Mating,2.3666666666666667,0
10506,2015-11-16T03:00:00Z,sit,Mating,0,Mating,15.25,0
10506,2015-11-16T18:15:00Z,sit,Mating,0,Mating,5.9,0
10506,2015-11-17T00:09:00Z,sit,Mating,0,Mating,17.883333333333333,0
10506,2015-11-17T18:02:00Z,sit,Mating,0,Mating,4.05,0
10506,2015-11-17T22:05:00Z,sit,Mating,0,Mating,1.9333333333333333,0
10506,2015-11-18T00:01:00Z,sit,Mating,0,Mating,21.2,0
10506,2015-11-18T21:13:00Z,sit,Mating,0,Mating,2.8833333333333333,0
10506,2015-11-19T00:06:00Z,sit,Mating,0,Mating,4.533333333333333,0
10506,2015-11-19T04:38:00Z,sit,Mating,0,Mating,16.4,0
10506,2015-11-19T21:02:00Z,sit,Mating,0,Mating,3.6166666666666667,0
10506,2015-11-20T00:39:00Z,sit,Mating,0,Mating,2.4,2.0833333333333335
10506,2015-11-20T03:03:00Z,sit,Mating,5,Mating,19.183333333333334,-0.26064291920069504
10506,2015-11-20T22:14:00Z,sit,Mating,0,Mating,4.8,1.0416666666666667
10506,2015-11-21T03:02:00Z,sit,Mating,5,Mating,16.45,0
10506,2015-11-21T19:29:00Z,sit,Mating,5,Mating,22.533333333333335,-0.22189349112426035
10506,2015-11-22T18:01:00Z,sit,Mating,0,Mating,3.1333333333333333,0
10506,2015-11-24T21:36:00Z,sit,Mating,0,Mating,2.4,0
10506,2015-11-28T18:19:00Z,sit,Mating,0,Mating,4.533333333333333,0
10506,2015-12-04T03:26:00Z,sit,Mating,0,Mating,NA,NA
10506,2015-11-12T03:03:00Z,sit,Negativity,5,Negativity,15.333333333333334,-0.32608695652173914
10506,2015-11-12T18:23:00Z,sit,Negativity,0,Negativity,8.7,0
10506,2015-11-13T03:05:00Z,sit,Negativity,0,Negativity,15.3,0
10506,2015-11-13T18:23:00Z,sit,Negativity,0,Negativity,9.083333333333334,0
10506,2015-11-14T03:28:00Z,sit,Negativity,0,Negativity,15.033333333333333,0
10506,2015-11-14T18:30:00Z,sit,Negativity,0,Negativity,8.633333333333333,0
10506,2015-11-15T03:08:00Z,sit,Negativity,0,Negativity,21.5,0
10506,2015-11-16T00:38:00Z,sit,Negativity,0,Negativity,2.3666666666666667,0
10506,2015-11-16T03:00:00Z,sit,Negativity,0,Negativity,15.25,0
10506,2015-11-16T18:15:00Z,sit,Negativity,0,Negativity,5.9,0.423728813559322
10506,2015-11-17T00:09:00Z,sit,Negativity,2.5,Negativity,17.883333333333333,-0.13979496738117428
10506,2015-11-17T18:02:00Z,sit,Negativity,0,Negativity,4.05,0
10506,2015-11-17T22:05:00Z,sit,Negativity,0,Negativity,1.9333333333333333,0
10506,2015-11-18T00:01:00Z,sit,Negativity,0,Negativity,21.2,0
10506,2015-11-18T21:13:00Z,sit,Negativity,0,Negativity,2.8833333333333333,0.8670520231213873
10506,2015-11-19T00:06:00Z,sit,Negativity,2.5,Negativity,4.533333333333333,-0.5514705882352942
10506,2015-11-19T04:38:00Z,sit,Negativity,0,Negativity,16.4,0.30487804878048785
10506,2015-11-19T21:02:00Z,sit,Negativity,5,Negativity,3.6166666666666667,-1.3824884792626728
10506,2015-11-20T00:39:00Z,sit,Negativity,0,Negativity,2.4,0
10506,2015-11-20T03:03:00Z,sit,Negativity,0,Negativity,19.183333333333334,0.13032145960034752
10506,2015-11-20T22:14:00Z,sit,Negativity,2.5,Negativity,4.8,-0.5208333333333334
10506,2015-11-21T03:02:00Z,sit,Negativity,0,Negativity,16.45,0
10506,2015-11-21T19:29:00Z,sit,Negativity,0,Negativity,22.533333333333335,0
10506,2015-11-22T18:01:00Z,sit,Negativity,0,Negativity,3.1333333333333333,0.7978723404255319
10506,2015-11-24T21:36:00Z,sit,Negativity,2.5,Negativity,2.4,0
10506,2015-11-28T18:19:00Z,sit,Negativity,0,Negativity,4.533333333333333,0
10506,2015-12-04T03:26:00Z,sit,Negativity,2.5,Negativity,NA,NA
10506,2015-11-12T03:03:00Z,sit,pOsitivity,2.5,pOsitivity,15.333333333333334,0.16304347826086957
10506,2015-11-12T18:23:00Z,sit,pOsitivity,5,pOsitivity,8.7,0
10506,2015-11-13T03:05:00Z,sit,pOsitivity,5,pOsitivity,15.3,0
10506,2015-11-13T18:23:00Z,sit,pOsitivity,5,pOsitivity,9.083333333333334,0.5504587155963302
10506,2015-11-14T03:28:00Z,sit,pOsitivity,10,pOsitivity,15.033333333333333,-0.1662971175166297
10506,2015-11-14T18:30:00Z,sit,pOsitivity,7.5,pOsitivity,8.633333333333333,0.2895752895752896
10506,2015-11-15T03:08:00Z,sit,pOsitivity,10,pOsitivity,21.5,-0.23255813953488372
10506,2015-11-16T00:38:00Z,sit,pOsitivity,5,pOsitivity,2.3666666666666667,1.056338028169014
10506,2015-11-16T03:00:00Z,sit,pOsitivity,7.5,pOsitivity,15.25,0.16393442622950818
10506,2015-11-16T18:15:00Z,sit,pOsitivity,10,pOsitivity,5.9,-0.423728813559322
10506,2015-11-17T00:09:00Z,sit,pOsitivity,7.5,pOsitivity,17.883333333333333,0
10506,2015-11-17T18:02:00Z,sit,pOsitivity,7.5,pOsitivity,4.05,0.617283950617284
10506,2015-11-17T22:05:00Z,sit,pOsitivity,10,pOsitivity,1.9333333333333333,0
10506,2015-11-18T00:01:00Z,sit,pOsitivity,10,pOsitivity,21.2,-0.2358490566037736
10506,2015-11-18T21:13:00Z,sit,pOsitivity,5,pOsitivity,2.8833333333333333,0
10506,2015-11-19T00:06:00Z,sit,pOsitivity,5,pOsitivity,4.533333333333333,1.1029411764705883
10506,2015-11-19T04:38:00Z,sit,pOsitivity,10,pOsitivity,16.4,-0.30487804878048785
10506,2015-11-19T21:02:00Z,sit,pOsitivity,5,pOsitivity,3.6166666666666667,1.3824884792626728
10506,2015-11-20T00:39:00Z,sit,pOsitivity,10,pOsitivity,2.4,0
10506,2015-11-20T03:03:00Z,sit,pOsitivity,10,pOsitivity,19.183333333333334,-0.13032145960034752
10506,2015-11-20T22:14:00Z,sit,pOsitivity,7.5,pOsitivity,4.8,0
10506,2015-11-21T03:02:00Z,sit,pOsitivity,7.5,pOsitivity,16.45,0
10506,2015-11-21T19:29:00Z,sit,pOsitivity,7.5,pOsitivity,22.533333333333335,0
10506,2015-11-22T18:01:00Z,sit,pOsitivity,7.5,pOsitivity,3.1333333333333333,-0.7978723404255319
10506,2015-11-24T21:36:00Z,sit,pOsitivity,5,pOsitivity,2.4,1.0416666666666667
10506,2015-11-28T18:19:00Z,sit,pOsitivity,7.5,pOsitivity,4.533333333333333,-0.5514705882352942
10506,2015-12-04T03:26:00Z,sit,pOsitivity,5,pOsitivity,NA,NA
10506,2015-11-12T03:03:00Z,sit,Sociality,5,Sociality,15.333333333333334,-0.16304347826086957
10506,2015-11-12T18:23:00Z,sit,Sociality,2.5,Sociality,8.7,0.8620689655172414
10506,2015-11-13T03:05:00Z,sit,Sociality,10,Sociality,15.3,0
10506,2015-11-13T18:23:00Z,sit,Sociality,10,Sociality,9.083333333333334,-0.2752293577981651
10506,2015-11-14T03:28:00Z,sit,Sociality,7.5,Sociality,15.033333333333333,0.1662971175166297
10506,2015-11-14T18:30:00Z,sit,Sociality,10,Sociality,8.633333333333333,0
10506,2015-11-15T03:08:00Z,sit,Sociality,10,Sociality,21.5,-0.23255813953488372
10506,2015-11-16T00:38:00Z,sit,Sociality,5,Sociality,2.3666666666666667,-1.056338028169014
10506,2015-11-16T03:00:00Z,sit,Sociality,2.5,Sociality,15.25,0.4918032786885246
10506,2015-11-16T18:15:00Z,sit,Sociality,10,Sociality,5.9,-1.271186440677966
10506,2015-11-17T00:09:00Z,sit,Sociality,2.5,Sociality,17.883333333333333,0
10506,2015-11-17T18:02:00Z,sit,Sociality,2.5,Sociality,4.05,1.234567901234568
10506,2015-11-17T22:05:00Z,sit,Sociality,7.5,Sociality,1.9333333333333333,0
10506,2015-11-18T00:01:00Z,sit,Sociality,7.5,Sociality,21.2,-0.1179245283018868
10506,2015-11-18T21:13:00Z,sit,Sociality,5,Sociality,2.8833333333333333,0.8670520231213873
10506,2015-11-19T00:06:00Z,sit,Sociality,7.5,Sociality,4.533333333333333,0.5514705882352942
10506,2015-11-19T04:38:00Z,sit,Sociality,10,Sociality,16.4,-0.30487804878048785
10506,2015-11-19T21:02:00Z,sit,Sociality,5,Sociality,3.6166666666666667,1.3824884792626728
10506,2015-11-20T00:39:00Z,sit,Sociality,10,Sociality,2.4,0
10506,2015-11-20T03:03:00Z,sit,Sociality,10,Sociality,19.183333333333334,0
10506,2015-11-20T22:14:00Z,sit,Sociality,10,Sociality,4.8,0
10506,2015-11-21T03:02:00Z,sit,Sociality,10,Sociality,16.45,-0.60790273556231
10506,2015-11-21T19:29:00Z,sit,Sociality,0,Sociality,22.533333333333335,0.4437869822485207
10506,2015-11-22T18:01:00Z,sit,Sociality,10,Sociality,3.1333333333333333,-2.393617021276596
10506,2015-11-24T21:36:00Z,sit,Sociality,5,Sociality,2.4,-1.0416666666666667
10506,2015-11-28T18:19:00Z,sit,Sociality,10,Sociality,4.533333333333333,0
10506,2015-12-04T03:26:00Z,sit,Sociality,10,Sociality,NA,NA
10579,2015-01-27T20:11:00Z,pers,A,3.75,A,21.866666666666667,0.17149390243902438
10579,2015-02-02T19:08:00Z,pers,A,7.5,A,23.1,0
10579,2015-02-07T19:35:00Z,pers,A,10,A,7.916666666666667,-0.15789473684210525
10579,2015-02-08T03:30:00Z,pers,A,8.75,A,14.516666666666667,0.08610792192881744
10579,2015-02-09T18:02:00Z,pers,A,8.75,A,NA,NA
10579,2015-01-27T20:11:00Z,pers,A,2.5,kind,21.866666666666667,0.11432926829268293
10579,2015-02-02T19:08:00Z,pers,A,7.5,kind,23.1,0
10579,2015-02-07T19:35:00Z,pers,A,10,kind,7.916666666666667,-0.3157894736842105
10579,2015-02-08T03:30:00Z,pers,A,7.5,kind,14.516666666666667,0.1722158438576349
10579,2015-02-09T18:02:00Z,pers,A,7.5,kind,NA,NA
10579,2015-01-27T20:11:00Z,pers,A,5,rude,21.866666666666667,-0.22865853658536586
10579,2015-02-02T19:08:00Z,pers,A,2.5,rude,23.1,0
10579,2015-02-07T19:35:00Z,pers,A,0,rude,7.916666666666667,0
10579,2015-02-08T03:30:00Z,pers,A,0,rude,14.516666666666667,0
10579,2015-02-09T18:02:00Z,pers,A,0,rude,NA,NA
10579,2015-01-27T20:11:00Z,pers,C,7.5,C,6.933333333333334,-0.3605769230769231
10579,2015-01-28T03:07:00Z,pers,C,5,C,14.933333333333334,0
10579,2015-01-31T18:02:00Z,pers,C,6.25,C,8.966666666666667,0
10579,2015-02-01T03:00:00Z,pers,C,6.25,C,15.233333333333333,0
10579,2015-02-01T18:14:00Z,pers,C,6.25,C,9.583333333333334,0
10579,2015-02-02T03:49:00Z,pers,C,6.25,C,15.316666666666666,-0.08161044613710555
10579,2015-02-02T19:08:00Z,pers,C,5,C,7.9,0.3164556962025316
10579,2015-02-03T03:02:00Z,pers,C,7.5,C,15.2,0
10579,2015-02-07T19:35:00Z,pers,C,5,C,7.916666666666667,0.15789473684210525
10579,2015-02-08T03:30:00Z,pers,C,6.25,C,14.516666666666667,0
10579,2015-02-09T18:02:00Z,pers,C,6.25,C,NA,NA
10579,2015-01-27T20:11:00Z,pers,C,0,lazy,6.933333333333334,0.7211538461538461
10579,2015-01-28T03:07:00Z,pers,C,5,lazy,14.933333333333334,0
10579,2015-01-31T18:02:00Z,pers,C,5,lazy,8.966666666666667,0
10579,2015-02-01T03:00:00Z,pers,C,5,lazy,15.233333333333333,0
10579,2015-02-01T18:14:00Z,pers,C,5,lazy,9.583333333333334,0
10579,2015-02-02T03:49:00Z,pers,C,5,lazy,15.316666666666666,0
10579,2015-02-02T19:08:00Z,pers,C,5,lazy,7.9,-0.3164556962025316
10579,2015-02-03T03:02:00Z,pers,C,2.5,lazy,15.2,0
10579,2015-02-07T19:35:00Z,pers,C,7.5,lazy,7.916666666666667,-0.3157894736842105
10579,2015-02-08T03:30:00Z,pers,C,5,lazy,14.516666666666667,0
10579,2015-02-09T18:02:00Z,pers,C,5,lazy,NA,NA
10579,2015-01-27T20:11:00Z,pers,C,5,reliable,6.933333333333334,0
10579,2015-01-28T03:07:00Z,pers,C,5,reliable,14.933333333333334,0
10579,2015-01-31T18:02:00Z,pers,C,7.5,reliable,8.966666666666667,0
10579,2015-02-01T03:00:00Z,pers,C,7.5,reliable,15.233333333333333,0
10579,2015-02-01T18:14:00Z,pers,C,7.5,reliable,9.583333333333334,0
10579,2015-02-02T03:49:00Z,pers,C,7.5,reliable,15.316666666666666,-0.1632208922742111
10579,2015-02-02T19:08:00Z,pers,C,5,reliable,7.9,0.3164556962025316
10579,2015-02-03T03:02:00Z,pers,C,7.5,reliable,15.2,0
10579,2015-02-07T19:35:00Z,pers,C,7.5,reliable,7.916666666666667,0
10579,2015-02-08T03:30:00Z,pers,C,7.5,reliable,14.516666666666667,0
10579,2015-02-09T18:02:00Z,pers,C,7.5,reliable,NA,NA
10579,2015-01-27T20:11:00Z,pers,E,5,E,6.933333333333334,-0.7211538461538461
10579,2015-01-28T03:07:00Z,pers,E,0,E,14.933333333333334,0.16741071428571427
10579,2015-01-31T18:02:00Z,pers,E,1.25,E,8.966666666666667,0
10579,2015-02-01T03:00:00Z,pers,E,1.25,E,15.233333333333333,0
10579,2015-02-01T18:14:00Z,pers,E,1.25,E,9.583333333333334,0
10579,2015-02-02T03:49:00Z,pers,E,1.25,E,15.316666666666666,0.08161044613710555
10579,2015-02-02T19:08:00Z,pers,E,2.5,E,7.9,0
10579,2015-02-03T03:02:00Z,pers,E,2.5,E,15.2,-0.08223684210526316
10579,2015-02-07T19:35:00Z,pers,E,2.5,E,7.916666666666667,0
10579,2015-02-08T03:30:00Z,pers,E,2.5,E,14.516666666666667,0.1722158438576349
10579,2015-02-09T18:02:00Z,pers,E,3.75,E,NA,NA
10579,2015-01-27T20:11:00Z,pers,E,5,outgoing,6.933333333333334,-0.7211538461538461
10579,2015-01-28T03:07:00Z,pers,E,0,outgoing,14.933333333333334,0.16741071428571427
10579,2015-01-31T18:02:00Z,pers,E,0,outgoing,8.966666666666667,0.2788104089219331
10579,2015-02-01T03:00:00Z,pers,E,2.5,outgoing,15.233333333333333,0
10579,2015-02-01T18:14:00Z,pers,E,2.5,outgoing,9.583333333333334,0
10579,2015-02-02T03:49:00Z,pers,E,2.5,outgoing,15.316666666666666,0
10579,2015-02-02T19:08:00Z,pers,E,2.5,outgoing,7.9,0
10579,2015-02-03T03:02:00Z,pers,E,2.5,outgoing,15.2,0
10579,2015-02-07T19:35:00Z,pers,E,2.5,outgoing,7.916666666666667,0.3157894736842105
10579,2015-02-08T03:30:00Z,pers,E,5,outgoing,14.516666666666667,0
10579,2015-02-09T18:02:00Z,pers,E,5,outgoing,NA,NA
10579,2015-01-27T20:11:00Z,pers,E,5,quiet,6.933333333333334,0.7211538461538461
10579,2015-01-28T03:07:00Z,pers,E,10,quiet,14.933333333333334,-0.16741071428571427
10579,2015-01-31T18:02:00Z,pers,E,7.5,quiet,8.966666666666667,0.2788104089219331
10579,2015-02-01T03:00:00Z,pers,E,10,quiet,15.233333333333333,0
10579,2015-02-01T18:14:00Z,pers,E,10,quiet,9.583333333333334,0
10579,2015-02-02T03:49:00Z,pers,E,10,quiet,15.316666666666666,-0.1632208922742111
10579,2015-02-02T19:08:00Z,pers,E,7.5,quiet,7.9,0
10579,2015-02-03T03:02:00Z,pers,E,7.5,quiet,15.2,0.16447368421052633
10579,2015-02-07T19:35:00Z,pers,E,7.5,quiet,7.916666666666667,0.3157894736842105
10579,2015-02-08T03:30:00Z,pers,E,10,quiet,14.516666666666667,-0.3444316877152698
10579,2015-02-09T18:02:00Z,pers,E,7.5,quiet,NA,NA
10579,2015-01-27T20:11:00Z,pers,N,2.5,depressed,6.933333333333334,0.3605769230769231
10579,2015-01-28T03:07:00Z,pers,N,5,depressed,14.933333333333334,-0.16741071428571427
10579,2015-01-31T18:02:00Z,pers,N,5,depressed,8.966666666666667,-0.2788104089219331
10579,2015-02-01T03:00:00Z,pers,N,2.5,depressed,15.233333333333333,0
10579,2015-02-01T18:14:00Z,pers,N,2.5,depressed,9.583333333333334,0
10579,2015-02-02T03:49:00Z,pers,N,2.5,depressed,15.316666666666666,0.1632208922742111
10579,2015-02-02T19:08:00Z,pers,N,5,depressed,7.9,-0.3164556962025316
10579,2015-02-03T03:02:00Z,pers,N,2.5,depressed,15.2,0.16447368421052633
10579,2015-02-07T19:35:00Z,pers,N,5,depressed,7.916666666666667,-0.3157894736842105
10579,2015-02-08T03:30:00Z,pers,N,2.5,depressed,14.516666666666667,0
10579,2015-02-09T18:02:00Z,pers,N,5,depressed,NA,NA
10579,2015-01-27T20:11:00Z,pers,N,5.833333333333333,N,6.933333333333334,-0.12019230769230764
10579,2015-01-28T03:07:00Z,pers,N,5,N,14.933333333333334,-0.05580357142857141
10579,2015-01-31T18:02:00Z,pers,N,4.166666666666667,N,8.966666666666667,0
10579,2015-02-01T03:00:00Z,pers,N,4.166666666666667,N,15.233333333333333,-0.10940919037199127
10579,2015-02-01T18:14:00Z,pers,N,2.5,N,9.583333333333334,0
10579,2015-02-02T03:49:00Z,pers,N,2.5,N,15.316666666666666,0.1632208922742111
10579,2015-02-02T19:08:00Z,pers,N,5,N,7.9,0
10579,2015-02-03T03:02:00Z,pers,N,5,N,15.2,-0.054824561403508755
10579,2015-02-07T19:35:00Z,pers,N,4.166666666666667,N,7.916666666666667,-0.10526315789473685
10579,2015-02-08T03:30:00Z,pers,N,3.3333333333333335,N,14.516666666666667,-0.1148105625717566
10579,2015-02-09T18:02:00Z,pers,N,4.166666666666667,N,NA,NA
10579,2015-01-27T20:11:00Z,pers,N,0,relaxed,6.933333333333334,0.7211538461538461
10579,2015-01-28T03:07:00Z,pers,N,5,relaxed,14.933333333333334,-0.16741071428571427
10579,2015-01-31T18:02:00Z,pers,N,5,relaxed,8.966666666666667,-0.2788104089219331
10579,2015-02-01T03:00:00Z,pers,N,2.5,relaxed,15.233333333333333,0.3282275711159738
10579,2015-02-01T18:14:00Z,pers,N,7.5,relaxed,9.583333333333334,0
10579,2015-02-02T03:49:00Z,pers,N,7.5,relaxed,15.316666666666666,-0.3264417845484222
10579,2015-02-02T19:08:00Z,pers,N,2.5,relaxed,7.9,0
10579,2015-02-03T03:02:00Z,pers,N,2.5,relaxed,15.2,0.16447368421052633
10579,2015-02-07T19:35:00Z,pers,N,5,relaxed,7.916666666666667,0
10579,2015-02-08T03:30:00Z,pers,N,5,relaxed,14.516666666666667,0.1722158438576349
10579,2015-02-09T18:02:00Z,pers,N,5,relaxed,NA,NA
10579,2015-01-27T20:11:00Z,pers,N,5,worried,6.933333333333334,0
10579,2015-01-28T03:07:00Z,pers,N,5,worried,14.933333333333334,-0.16741071428571427
10579,2015-01-31T18:02:00Z,pers,N,2.5,worried,8.966666666666667,0
10579,2015-02-01T03:00:00Z,pers,N,2.5,worried,15.233333333333333,0
10579,2015-02-01T18:14:00Z,pers,N,2.5,worried,9.583333333333334,0
10579,2015-02-02T03:49:00Z,pers,N,2.5,worried,15.316666666666666,0
10579,2015-02-02T19:08:00Z,pers,N,2.5,worried,7.9,0.3164556962025316
10579,2015-02-03T03:02:00Z,pers,N,5,worried,15.2,-0.16447368421052633
10579,2015-02-07T19:35:00Z,pers,N,2.5,worried,7.916666666666667,0
10579,2015-02-08T03:30:00Z,pers,N,2.5,worried,14.516666666666667,-0.1722158438576349
10579,2015-02-09T18:02:00Z,pers,N,2.5,worried,NA,NA
10579,2015-01-28T03:07:00Z,sit,Adversity,0,Adversity,14.933333333333334,0
10579,2015-01-31T18:02:00Z,sit,Adversity,0,Adversity,8.966666666666667,0
10579,2015-02-01T03:00:00Z,sit,Adversity,0,Adversity,15.233333333333333,0
10579,2015-02-01T18:14:00Z,sit,Adversity,0,Adversity,9.583333333333334,0
10579,2015-02-02T03:49:00Z,sit,Adversity,0,Adversity,15.316666666666666,0
10579,2015-02-02T19:08:00Z,sit,Adversity,0,Adversity,7.9,0
10579,2015-02-03T03:02:00Z,sit,Adversity,0,Adversity,15.2,0
10579,2015-02-07T19:35:00Z,sit,Adversity,0,Adversity,7.916666666666667,0.9473684210526315
10579,2015-02-08T03:30:00Z,sit,Adversity,7.5,Adversity,14.516666666666667,-0.5166475315729047
10579,2015-02-09T18:02:00Z,sit,Adversity,0,Adversity,NA,NA
10579,2015-01-28T03:07:00Z,sit,Deception,0,Deception,14.933333333333334,0
10579,2015-01-31T18:02:00Z,sit,Deception,0,Deception,8.966666666666667,0
10579,2015-02-01T03:00:00Z,sit,Deception,0,Deception,15.233333333333333,0
10579,2015-02-01T18:14:00Z,sit,Deception,0,Deception,9.583333333333334,0
10579,2015-02-02T03:49:00Z,sit,Deception,0,Deception,15.316666666666666,0
10579,2015-02-02T19:08:00Z,sit,Deception,0,Deception,7.9,0
10579,2015-02-03T03:02:00Z,sit,Deception,0,Deception,15.2,0
10579,2015-02-07T19:35:00Z,sit,Deception,0,Deception,7.916666666666667,0
10579,2015-02-08T03:30:00Z,sit,Deception,0,Deception,14.516666666666667,0
10579,2015-02-09T18:02:00Z,sit,Deception,0,Deception,NA,NA
10579,2015-01-28T03:07:00Z,sit,Duty,7.5,Duty,14.933333333333334,0
10579,2015-01-31T18:02:00Z,sit,Duty,5,Duty,8.966666666666667,0
10579,2015-02-01T03:00:00Z,sit,Duty,5,Duty,15.233333333333333,0
10579,2015-02-01T18:14:00Z,sit,Duty,5,Duty,9.583333333333334,0.2608695652173913
10579,2015-02-02T03:49:00Z,sit,Duty,7.5,Duty,15.316666666666666,-0.1632208922742111
10579,2015-02-02T19:08:00Z,sit,Duty,5,Duty,7.9,0
10579,2015-02-03T03:02:00Z,sit,Duty,5,Duty,15.2,0.32894736842105265
10579,2015-02-07T19:35:00Z,sit,Duty,7.5,Duty,7.916666666666667,-0.631578947368421
10579,2015-02-08T03:30:00Z,sit,Duty,2.5,Duty,14.516666666666667,0.3444316877152698
10579,2015-02-09T18:02:00Z,sit,Duty,2.5,Duty,NA,NA
10579,2015-01-28T03:07:00Z,sit,Intellect,7.5,Intellect,14.933333333333334,0
10579,2015-01-31T18:02:00Z,sit,Intellect,2.5,Intellect,8.966666666666667,0
10579,2015-02-01T03:00:00Z,sit,Intellect,2.5,Intellect,15.233333333333333,-0.1641137855579869
10579,2015-02-01T18:14:00Z,sit,Intellect,0,Intellect,9.583333333333334,0.5217391304347826
10579,2015-02-02T03:49:00Z,sit,Intellect,5,Intellect,15.316666666666666,0
10579,2015-02-02T19:08:00Z,sit,Intellect,5,Intellect,7.9,-0.3164556962025316
10579,2015-02-03T03:02:00Z,sit,Intellect,2.5,Intellect,15.2,0
10579,2015-02-07T19:35:00Z,sit,Intellect,5,Intellect,7.916666666666667,0
10579,2015-02-08T03:30:00Z,sit,Intellect,5,Intellect,14.516666666666667,-0.3444316877152698
10579,2015-02-09T18:02:00Z,sit,Intellect,2.5,Intellect,NA,NA
10579,2015-01-28T03:07:00Z,sit,Mating,0,Mating,14.933333333333334,0
10579,2015-01-31T18:02:00Z,sit,Mating,0,Mating,8.966666666666667,0
10579,2015-02-01T03:00:00Z,sit,Mating,0,Mating,15.233333333333333,0
10579,2015-02-01T18:14:00Z,sit,Mating,0,Mating,9.583333333333334,0
10579,2015-02-02T03:49:00Z,sit,Mating,0,Mating,15.316666666666666,0
10579,2015-02-02T19:08:00Z,sit,Mating,0,Mating,7.9,0
10579,2015-02-03T03:02:00Z,sit,Mating,0,Mating,15.2,0
10579,2015-02-07T19:35:00Z,sit,Mating,0,Mating,7.916666666666667,0
10579,2015-02-08T03:30:00Z,sit,Mating,0,Mating,14.516666666666667,0
10579,2015-02-09T18:02:00Z,sit,Mating,0,Mating,NA,NA
10579,2015-01-28T03:07:00Z,sit,Negativity,2.5,Negativity,14.933333333333334,0
10579,2015-01-31T18:02:00Z,sit,Negativity,0,Negativity,8.966666666666667,0
10579,2015-02-01T03:00:00Z,sit,Negativity,0,Negativity,15.233333333333333,0
10579,2015-02-01T18:14:00Z,sit,Negativity,0,Negativity,9.583333333333334,0
10579,2015-02-02T03:49:00Z,sit,Negativity,0,Negativity,15.316666666666666,0.1632208922742111
10579,2015-02-02T19:08:00Z,sit,Negativity,2.5,Negativity,7.9,-0.3164556962025316
10579,2015-02-03T03:02:00Z,sit,Negativity,0,Negativity,15.2,0
10579,2015-02-07T19:35:00Z,sit,Negativity,2.5,Negativity,7.916666666666667,0.3157894736842105
10579,2015-02-08T03:30:00Z,sit,Negativity,5,Negativity,14.516666666666667,-0.3444316877152698
10579,2015-02-09T18:02:00Z,sit,Negativity,0,Negativity,NA,NA
10579,2015-01-28T03:07:00Z,sit,pOsitivity,2.5,pOsitivity,14.933333333333334,0
10579,2015-01-31T18:02:00Z,sit,pOsitivity,2.5,pOsitivity,8.966666666666667,0
10579,2015-02-01T03:00:00Z,sit,pOsitivity,2.5,pOsitivity,15.233333333333333,0.4923413566739606
10579,2015-02-01T18:14:00Z,sit,pOsitivity,10,pOsitivity,9.583333333333334,-0.7826086956521738
10579,2015-02-02T03:49:00Z,sit,pOsitivity,2.5,pOsitivity,15.316666666666666,-0.1632208922742111
