SID,Date,category,name,value,item,tdif,delta_value
74435,2015-02-02T18:01:00Z,sit,Mating,0,Mating,9,0
74435,2015-02-03T03:01:00Z,sit,Mating,0,Mating,15.166666666666666,0
74435,2015-02-03T18:11:00Z,sit,Mating,0,Mating,9.016666666666667,0
74435,2015-02-04T03:12:00Z,sit,Mating,0,Mating,15.933333333333334,0
74435,2015-02-04T19:08:00Z,sit,Mating,0,Mating,8.266666666666667,0
74435,2015-02-05T03:24:00Z,sit,Mating,0,Mating,14.6,0
74435,2015-02-06T19:05:00Z,sit,Mating,0,Mating,NA,NA
74435,2015-01-27T03:35:00Z,sit,Negativity,0,Negativity,14.533333333333333,0
74435,2015-01-27T18:07:00Z,sit,Negativity,0,Negativity,9.816666666666666,0
74435,2015-01-28T03:56:00Z,sit,Negativity,0,Negativity,15.033333333333333,0
74435,2015-01-28T18:58:00Z,sit,Negativity,0,Negativity,9.25,0
74435,2015-01-29T04:13:00Z,sit,Negativity,0,Negativity,13.816666666666666,0
74435,2015-02-02T18:01:00Z,sit,Negativity,7.5,Negativity,9,-0.8333333333333334
74435,2015-02-03T03:01:00Z,sit,Negativity,0,Negativity,15.166666666666666,0.16483516483516483
74435,2015-02-03T18:11:00Z,sit,Negativity,2.5,Negativity,9.016666666666667,-0.277264325323475
74435,2015-02-04T03:12:00Z,sit,Negativity,0,Negativity,15.933333333333334,0
74435,2015-02-04T19:08:00Z,sit,Negativity,0,Negativity,8.266666666666667,0
74435,2015-02-05T03:24:00Z,sit,Negativity,0,Negativity,14.6,0
74435,2015-02-06T19:05:00Z,sit,Negativity,0,Negativity,NA,NA
74435,2015-01-27T03:35:00Z,sit,pOsitivity,0,pOsitivity,14.533333333333333,0.3440366972477064
74435,2015-01-27T18:07:00Z,sit,pOsitivity,5,pOsitivity,9.816666666666666,-0.5093378607809848
74435,2015-01-28T03:56:00Z,sit,pOsitivity,0,pOsitivity,15.033333333333333,0
74435,2015-01-28T18:58:00Z,sit,pOsitivity,0,pOsitivity,9.25,0.5405405405405406
74435,2015-01-29T04:13:00Z,sit,pOsitivity,5,pOsitivity,13.816666666666666,0
74435,2015-02-02T18:01:00Z,sit,pOsitivity,2.5,pOsitivity,9,0.2777777777777778
74435,2015-02-03T03:01:00Z,sit,pOsitivity,5,pOsitivity,15.166666666666666,-0.16483516483516483
74435,2015-02-03T18:11:00Z,sit,pOsitivity,2.5,pOsitivity,9.016666666666667,0.831792975970425
74435,2015-02-04T03:12:00Z,sit,pOsitivity,10,pOsitivity,15.933333333333334,-0.3138075313807531
74435,2015-02-04T19:08:00Z,sit,pOsitivity,5,pOsitivity,8.266666666666667,0
74435,2015-02-05T03:24:00Z,sit,pOsitivity,5,pOsitivity,14.6,0.17123287671232876
74435,2015-02-06T19:05:00Z,sit,pOsitivity,7.5,pOsitivity,NA,NA
74435,2015-01-27T03:35:00Z,sit,Sociality,0,Sociality,14.533333333333333,0.5160550458715596
74435,2015-01-27T18:07:00Z,sit,Sociality,7.5,Sociality,9.816666666666666,-0.7640067911714771
74435,2015-01-28T03:56:00Z,sit,Sociality,0,Sociality,15.033333333333333,0.6651884700665188
74435,2015-01-28T18:58:00Z,sit,Sociality,10,Sociality,9.25,-1.0810810810810811
74435,2015-01-29T04:13:00Z,sit,Sociality,0,Sociality,13.816666666666666,0.3618817852834741
74435,2015-02-02T18:01:00Z,sit,Sociality,0,Sociality,9,0
74435,2015-02-03T03:01:00Z,sit,Sociality,0,Sociality,15.166666666666666,0.4945054945054945
74435,2015-02-03T18:11:00Z,sit,Sociality,7.5,Sociality,9.016666666666667,-0.831792975970425
74435,2015-02-04T03:12:00Z,sit,Sociality,0,Sociality,15.933333333333334,0.6276150627615062
74435,2015-02-04T19:08:00Z,sit,Sociality,10,Sociality,8.266666666666667,-1.2096774193548385
74435,2015-02-05T03:24:00Z,sit,Sociality,0,Sociality,14.6,0.684931506849315
74435,2015-02-06T19:05:00Z,sit,Sociality,10,Sociality,NA,NA
74950,2015-12-04T22:54:00Z,pers,A,8.75,A,4.816666666666666,0.2595155709342561
74950,2015-12-05T03:43:00Z,pers,A,10,A,NA,NA
74950,2015-12-04T22:54:00Z,pers,A,7.5,kind,4.816666666666666,0.5190311418685122
74950,2015-12-05T03:43:00Z,pers,A,10,kind,NA,NA
74950,2015-12-04T22:54:00Z,pers,A,0,rude,4.816666666666666,0
74950,2015-12-05T03:43:00Z,pers,A,0,rude,NA,NA
74950,2015-12-04T22:54:00Z,pers,C,8.75,C,4.816666666666666,-0.2595155709342561
74950,2015-12-05T03:43:00Z,pers,C,7.5,C,NA,NA
74950,2015-12-04T22:54:00Z,pers,C,0,lazy,4.816666666666666,1.0380622837370244
74950,2015-12-05T03:43:00Z,pers,C,5,lazy,NA,NA
74950,2015-12-04T22:54:00Z,pers,C,7.5,reliable,4.816666666666666,0.5190311418685122
74950,2015-12-05T03:43:00Z,pers,C,10,reliable,NA,NA
74950,2015-12-04T22:54:00Z,pers,E,10,E,4.816666666666666,0
74950,2015-12-05T03:43:00Z,pers,E,10,E,NA,NA
74950,2015-12-04T22:54:00Z,pers,E,10,outgoing,4.816666666666666,0
74950,2015-12-05T03:43:00Z,pers,E,10,outgoing,NA,NA
74950,2015-12-04T22:54:00Z,pers,E,0,quiet,4.816666666666666,0
74950,2015-12-05T03:43:00Z,pers,E,0,quiet,NA,NA
74950,2015-12-04T22:54:00Z,pers,N,0,depressed,4.816666666666666,0
74950,2015-12-05T03:43:00Z,pers,N,0,depressed,NA,NA
74950,2015-12-04T22:54:00Z,pers,N,0,N,4.816666666666666,0
74950,2015-12-05T03:43:00Z,pers,N,0,N,NA,NA
74950,2015-12-04T22:54:00Z,pers,N,10,relaxed,4.816666666666666,0
74950,2015-12-05T03:43:00Z,pers,N,10,relaxed,NA,NA
74950,2015-12-04T22:54:00Z,pers,N,0,worried,4.816666666666666,0
74950,2015-12-05T03:43:00Z,pers,N,0,worried,NA,NA
74950,2015-12-04T22:54:00Z,sit,Adversity,0,Adversity,4.816666666666666,0
74950,2015-12-05T03:43:00Z,sit,Adversity,0,Adversity,NA,NA
74950,2015-12-04T22:54:00Z,sit,Deception,0,Deception,4.816666666666666,0
74950,2015-12-05T03:43:00Z,sit,Deception,0,Deception,NA,NA
74950,2015-12-04T22:54:00Z,sit,Duty,10,Duty,4.816666666666666,-1.0380622837370244
74950,2015-12-05T03:43:00Z,sit,Duty,5,Duty,NA,NA
74950,2015-12-04T22:54:00Z,sit,Intellect,2.5,Intellect,4.816666666666666,-0.5190311418685122
74950,2015-12-05T03:43:00Z,sit,Intellect,0,Intellect,NA,NA
74950,2015-12-04T22:54:00Z,sit,Mating,0,Mating,4.816666666666666,0
74950,2015-12-05T03:43:00Z,sit,Mating,0,Mating,NA,NA
74950,2015-12-04T22:54:00Z,sit,Negativity,0,Negativity,4.816666666666666,0
74950,2015-12-05T03:43:00Z,sit,Negativity,0,Negativity,NA,NA
74950,2015-12-04T22:54:00Z,sit,pOsitivity,10,pOsitivity,4.816666666666666,0
74950,2015-12-05T03:43:00Z,sit,pOsitivity,10,pOsitivity,NA,NA
74950,2015-12-04T22:54:00Z,sit,Sociality,10,Sociality,4.816666666666666,0
74950,2015-12-05T03:43:00Z,sit,Sociality,10,Sociality,NA,NA
76636,2015-10-02T17:10:00Z,pers,A,7.5,A,NA,NA
76636,2015-10-02T17:10:00Z,pers,A,7.5,kind,NA,NA
76636,2015-10-02T17:10:00Z,pers,A,2.5,rude,NA,NA
76636,2015-10-02T17:10:00Z,pers,C,6.25,C,23.833333333333332,0.05244755244755245
76636,2015-10-03T17:00:00Z,pers,C,7.5,C,NA,NA
76636,2015-10-02T17:10:00Z,pers,C,2.5,lazy,23.833333333333332,0
76636,2015-10-03T17:00:00Z,pers,C,2.5,lazy,NA,NA
76636,2015-10-02T17:10:00Z,pers,C,5,reliable,23.833333333333332,0.1048951048951049
76636,2015-10-03T17:00:00Z,pers,C,7.5,reliable,NA,NA
76636,2015-10-02T17:10:00Z,pers,E,0,E,23.833333333333332,0
76636,2015-10-03T17:00:00Z,pers,E,0,E,NA,NA
76636,2015-10-02T17:10:00Z,pers,E,0,outgoing,23.833333333333332,0
76636,2015-10-03T17:00:00Z,pers,E,0,outgoing,NA,NA
76636,2015-10-02T17:10:00Z,pers,E,10,quiet,23.833333333333332,0
76636,2015-10-03T17:00:00Z,pers,E,10,quiet,NA,NA
76636,2015-10-02T17:10:00Z,pers,N,5,depressed,23.833333333333332,-0.1048951048951049
76636,2015-10-03T17:00:00Z,pers,N,2.5,depressed,NA,NA
76636,2015-10-02T17:10:00Z,pers,N,6.666666666666667,N,23.833333333333332,-0.1048951048951049
76636,2015-10-03T17:00:00Z,pers,N,4.166666666666667,N,NA,NA
76636,2015-10-02T17:10:00Z,pers,N,2.5,relaxed,23.833333333333332,0.1048951048951049
76636,2015-10-03T17:00:00Z,pers,N,5,relaxed,NA,NA
76636,2015-10-02T17:10:00Z,pers,N,7.5,worried,23.833333333333332,-0.1048951048951049
76636,2015-10-03T17:00:00Z,pers,N,5,worried,NA,NA
76636,2015-10-02T17:10:00Z,sit,Adversity,7.5,Adversity,23.833333333333332,0
76636,2015-10-03T17:00:00Z,sit,Adversity,7.5,Adversity,NA,NA
76636,2015-10-02T17:10:00Z,sit,Deception,5,Deception,23.833333333333332,0.1048951048951049
76636,2015-10-03T17:00:00Z,sit,Deception,7.5,Deception,NA,NA
76636,2015-10-02T17:10:00Z,sit,Duty,7.5,Duty,23.833333333333332,0
76636,2015-10-03T17:00:00Z,sit,Duty,7.5,Duty,NA,NA
76636,2015-10-02T17:10:00Z,sit,Intellect,7.5,Intellect,23.833333333333332,-0.2097902097902098
76636,2015-10-03T17:00:00Z,sit,Intellect,2.5,Intellect,NA,NA
76636,2015-10-02T17:10:00Z,sit,Mating,0,Mating,23.833333333333332,0.2097902097902098
76636,2015-10-03T17:00:00Z,sit,Mating,5,Mating,NA,NA
76636,2015-10-02T17:10:00Z,sit,Negativity,7.5,Negativity,23.833333333333332,-0.2097902097902098
76636,2015-10-03T17:00:00Z,sit,Negativity,2.5,Negativity,NA,NA
76636,2015-10-02T17:10:00Z,sit,pOsitivity,2.5,pOsitivity,23.833333333333332,0.2097902097902098
76636,2015-10-03T17:00:00Z,sit,pOsitivity,7.5,pOsitivity,NA,NA
76636,2015-10-02T17:10:00Z,sit,Sociality,5,Sociality,23.833333333333332,0.1048951048951049
76636,2015-10-03T17:00:00Z,sit,Sociality,7.5,Sociality,NA,NA
76821,2015-11-02T04:41:00Z,pers,A,7.5,A,14.2,0.08802816901408451
76821,2015-11-04T19:06:00Z,pers,A,3.75,A,8.05,0.7763975155279502
76821,2015-11-05T03:09:00Z,pers,A,10,A,15.833333333333334,0
76821,2015-11-05T18:59:00Z,pers,A,10,A,23.25,-0.10752688172043011
76821,2015-11-08T20:07:00Z,pers,A,10,A,22.633333333333333,0
76821,2015-11-16T05:36:00Z,pers,A,10,A,13.2,0
76821,2015-11-16T18:48:00Z,pers,A,10,A,5.733333333333333,-0.6540697674418604
76821,2015-11-17T00:32:00Z,pers,A,6.25,A,2.783333333333333,0.8982035928143713
76821,2015-11-18T04:58:00Z,pers,A,2.5,A,13.533333333333333,0.2770935960591133
76821,2015-11-18T18:30:00Z,pers,A,6.25,A,2.5833333333333335,1.4516129032258063
76821,2015-11-18T21:05:00Z,pers,A,10,A,6.333333333333333,0
76821,2015-11-20T19:00:00Z,pers,A,10,A,2.033333333333333,0
76821,2015-11-23T22:10:00Z,pers,A,10,A,4.15,0
76821,2015-11-25T18:56:00Z,pers,A,10,A,3.033333333333333,0
76821,2015-11-25T21:58:00Z,pers,A,10,A,2.216666666666667,-0.5639097744360902
76821,2015-11-26T00:11:00Z,pers,A,8.75,A,3.3666666666666667,0
76821,2015-11-28T00:07:00Z,pers,A,10,A,21.266666666666666,0
76821,2015-11-28T21:23:00Z,pers,A,10,A,3.4166666666666665,0
76821,2015-11-30T18:05:00Z,pers,A,10,A,3.566666666666667,0
76821,2015-12-03T21:57:00Z,pers,A,8.75,A,4.683333333333334,0.2669039145907473
76821,2015-12-04T02:38:00Z,pers,A,10,A,16.933333333333334,0
76821,2015-12-04T19:34:00Z,pers,A,10,A,2.4833333333333334,0
76821,2015-12-10T00:00:00Z,pers,A,10,A,18.066666666666666,0
76821,2015-12-10T18:04:00Z,pers,A,10,A,2.9833333333333334,0
76821,2015-12-10T21:03:00Z,pers,A,10,A,3.9833333333333334,0
76821,2015-12-11T01:02:00Z,pers,A,10,A,4.75,0
76821,2015-12-11T05:47:00Z,pers,A,10,A,12.216666666666667,0
76821,2015-12-11T18:00:00Z,pers,A,10,A,4.25,0
76821,2015-12-11T22:15:00Z,pers,A,10,A,3.0166666666666666,0
76821,2015-12-12T01:16:00Z,pers,A,10,A,19.933333333333334,0
76821,2015-12-14T22:11:00Z,pers,A,10,A,23.116666666666667,0
76821,2015-12-17T02:53:00Z,pers,A,10,A,17.866666666666667,0
76821,2015-12-17T20:45:00Z,pers,A,10,A,1.1833333333333333,0
76821,2015-12-17T21:56:00Z,pers,A,10,A,2.683333333333333,0
76821,2015-12-20T00:01:00Z,pers,A,5,A,20.4,0.2450980392156863
76821,2015-12-20T20:25:00Z,pers,A,10,A,1.0166666666666666,-2.459016393442623
76821,2015-12-21T22:09:00Z,pers,A,5,A,4.816666666666666,0
76821,2015-12-22T02:58:00Z,pers,A,5,A,22.333333333333332,0.11194029850746269
76821,2015-12-24T01:58:00Z,pers,A,10,A,1.3833333333333333,0
76821,2015-12-24T03:21:00Z,pers,A,10,A,17.316666666666666,0
76821,2015-12-24T20:40:00Z,pers,A,10,A,1.35,0
76821,2015-12-24T22:01:00Z,pers,A,10,A,7.916666666666667,0
76821,2015-12-25T05:56:00Z,pers,A,10,A,14,-0.44642857142857145
76821,2015-12-31T20:49:00Z,pers,A,6.25,A,NA,NA
76821,2015-11-02T04:41:00Z,pers,A,5,kind,14.2,0.17605633802816903
76821,2015-11-04T19:06:00Z,pers,A,2.5,kind,8.05,0.9316770186335402
76821,2015-11-05T03:09:00Z,pers,A,10,kind,15.833333333333334,0
76821,2015-11-05T18:59:00Z,pers,A,10,kind,23.25,-0.10752688172043011
76821,2015-11-08T20:07:00Z,pers,A,10,kind,22.633333333333333,0
76821,2015-11-16T05:36:00Z,pers,A,10,kind,13.2,0
76821,2015-11-16T18:48:00Z,pers,A,10,kind,5.733333333333333,-0.436046511627907
76821,2015-11-17T00:32:00Z,pers,A,7.5,kind,2.783333333333333,0.8982035928143713
76821,2015-11-18T04:58:00Z,pers,A,5,kind,13.533333333333333,0.18472906403940886
76821,2015-11-18T18:30:00Z,pers,A,7.5,kind,2.5833333333333335,0.9677419354838709
76821,2015-11-18T21:05:00Z,pers,A,10,kind,6.333333333333333,0
76821,2015-11-20T19:00:00Z,pers,A,10,kind,2.033333333333333,0
76821,2015-11-23T22:10:00Z,pers,A,10,kind,4.15,0
76821,2015-11-25T18:56:00Z,pers,A,10,kind,3.033333333333333,0
76821,2015-11-25T21:58:00Z,pers,A,10,kind,2.216666666666667,0
76821,2015-11-26T00:11:00Z,pers,A,10,kind,3.3666666666666667,0
76821,2015-11-28T00:07:00Z,pers,A,10,kind,21.266666666666666,0
76821,2015-11-28T21:23:00Z,pers,A,10,kind,3.4166666666666665,0
76821,2015-11-30T18:05:00Z,pers,A,10,kind,3.566666666666667,0
76821,2015-12-03T21:57:00Z,pers,A,10,kind,4.683333333333334,0
76821,2015-12-04T02:38:00Z,pers,A,10,kind,16.933333333333334,0
76821,2015-12-04T19:34:00Z,pers,A,10,kind,2.4833333333333334,0
76821,2015-12-10T00:00:00Z,pers,A,10,kind,18.066666666666666,0
76821,2015-12-10T18:04:00Z,pers,A,10,kind,2.9833333333333334,0
76821,2015-12-10T21:03:00Z,pers,A,10,kind,3.9833333333333334,0
76821,2015-12-11T01:02:00Z,pers,A,10,kind,4.75,0
76821,2015-12-11T05:47:00Z,pers,A,10,kind,12.216666666666667,0
76821,2015-12-11T18:00:00Z,pers,A,10,kind,4.25,0
76821,2015-12-11T22:15:00Z,pers,A,10,kind,3.0166666666666666,0
76821,2015-12-12T01:16:00Z,pers,A,10,kind,19.933333333333334,0
76821,2015-12-14T22:11:00Z,pers,A,10,kind,23.116666666666667,0
76821,2015-12-17T02:53:00Z,pers,A,10,kind,17.866666666666667,0
76821,2015-12-17T20:45:00Z,pers,A,10,kind,1.1833333333333333,0
76821,2015-12-17T21:56:00Z,pers,A,10,kind,2.683333333333333,0
76821,2015-12-20T00:01:00Z,pers,A,5,kind,20.4,0.2450980392156863
76821,2015-12-20T20:25:00Z,pers,A,10,kind,1.0166666666666666,-2.459016393442623
76821,2015-12-21T22:09:00Z,pers,A,5,kind,4.816666666666666,0
76821,2015-12-22T02:58:00Z,pers,A,5,kind,22.333333333333332,0.11194029850746269
76821,2015-12-24T01:58:00Z,pers,A,10,kind,1.3833333333333333,0
76821,2015-12-24T03:21:00Z,pers,A,10,kind,17.316666666666666,0
76821,2015-12-24T20:40:00Z,pers,A,10,kind,1.35,0
76821,2015-12-24T22:01:00Z,pers,A,10,kind,7.916666666666667,0
76821,2015-12-25T05:56:00Z,pers,A,10,kind,14,-0.5357142857142857
76821,2015-12-31T20:49:00Z,pers,A,7.5,kind,NA,NA
76821,2015-11-02T04:41:00Z,pers,A,0,rude,14.2,0
76821,2015-11-04T19:06:00Z,pers,A,5,rude,8.05,-0.6211180124223602
76821,2015-11-05T03:09:00Z,pers,A,0,rude,15.833333333333334,0
76821,2015-11-05T18:59:00Z,pers,A,0,rude,23.25,0.10752688172043011
76821,2015-11-08T20:07:00Z,pers,A,0,rude,22.633333333333333,0
76821,2015-11-16T05:36:00Z,pers,A,0,rude,13.2,0
76821,2015-11-16T18:48:00Z,pers,A,0,rude,5.733333333333333,0.872093023255814
76821,2015-11-17T00:32:00Z,pers,A,5,rude,2.783333333333333,-0.8982035928143713
76821,2015-11-18T04:58:00Z,pers,A,10,rude,13.533333333333333,-0.3694581280788177
76821,2015-11-18T18:30:00Z,pers,A,5,rude,2.5833333333333335,-1.9354838709677418
76821,2015-11-18T21:05:00Z,pers,A,0,rude,6.333333333333333,0
76821,2015-11-20T19:00:00Z,pers,A,0,rude,2.033333333333333,0
76821,2015-11-23T22:10:00Z,pers,A,0,rude,4.15,0
76821,2015-11-25T18:56:00Z,pers,A,0,rude,3.033333333333333,0
76821,2015-11-25T21:58:00Z,pers,A,0,rude,2.216666666666667,1.1278195488721805
76821,2015-11-26T00:11:00Z,pers,A,2.5,rude,3.3666666666666667,0
76821,2015-11-28T00:07:00Z,pers,A,0,rude,21.266666666666666,0
76821,2015-11-28T21:23:00Z,pers,A,0,rude,3.4166666666666665,0
76821,2015-11-30T18:05:00Z,pers,A,0,rude,3.566666666666667,0
76821,2015-12-03T21:57:00Z,pers,A,2.5,rude,4.683333333333334,-0.5338078291814946
76821,2015-12-04T02:38:00Z,pers,A,0,rude,16.933333333333334,0
76821,2015-12-04T19:34:00Z,pers,A,0,rude,2.4833333333333334,0
76821,2015-12-10T00:00:00Z,pers,A,0,rude,18.066666666666666,0
76821,2015-12-10T18:04:00Z,pers,A,0,rude,2.9833333333333334,0
76821,2015-12-10T21:03:00Z,pers,A,0,rude,3.9833333333333334,0
76821,2015-12-11T01:02:00Z,pers,A,0,rude,4.75,0
76821,2015-12-11T05:47:00Z,pers,A,0,rude,12.216666666666667,0
76821,2015-12-11T18:00:00Z,pers,A,0,rude,4.25,0
76821,2015-12-11T22:15:00Z,pers,A,0,rude,3.0166666666666666,0
76821,2015-12-12T01:16:00Z,pers,A,0,rude,19.933333333333334,0
76821,2015-12-14T22:11:00Z,pers,A,0,rude,23.116666666666667,0
76821,2015-12-17T02:53:00Z,pers,A,0,rude,17.866666666666667,0
76821,2015-12-17T20:45:00Z,pers,A,0,rude,1.1833333333333333,0
76821,2015-12-17T21:56:00Z,pers,A,0,rude,2.683333333333333,0
76821,2015-12-20T00:01:00Z,pers,A,5,rude,20.4,-0.2450980392156863
76821,2015-12-20T20:25:00Z,pers,A,0,rude,1.0166666666666666,2.459016393442623
76821,2015-12-21T22:09:00Z,pers,A,5,rude,4.816666666666666,0
76821,2015-12-22T02:58:00Z,pers,A,5,rude,22.333333333333332,-0.11194029850746269
76821,2015-12-24T01:58:00Z,pers,A,0,rude,1.3833333333333333,0
76821,2015-12-24T03:21:00Z,pers,A,0,rude,17.316666666666666,0
76821,2015-12-24T20:40:00Z,pers,A,0,rude,1.35,0
76821,2015-12-24T22:01:00Z,pers,A,0,rude,7.916666666666667,0
76821,2015-12-25T05:56:00Z,pers,A,0,rude,14,0.35714285714285715
76821,2015-12-31T20:49:00Z,pers,A,5,rude,NA,NA
76821,2015-11-02T04:41:00Z,pers,C,10,C,14.2,-0.17605633802816903
76821,2015-11-04T19:06:00Z,pers,C,6.25,C,8.05,0.4658385093167701
76821,2015-11-05T03:09:00Z,pers,C,10,C,15.833333333333334,0
76821,2015-11-05T18:59:00Z,pers,C,10,C,9.333333333333334,0
76821,2015-11-06T04:19:00Z,pers,C,10,C,13.916666666666666,0
76821,2015-11-08T20:07:00Z,pers,C,7.5,C,22.633333333333333,0
76821,2015-11-09T18:45:00Z,pers,C,7.5,C,8.75,-0.14285714285714285
76821,2015-11-16T05:36:00Z,pers,C,8.75,C,13.2,0.0946969696969697
76821,2015-11-16T18:48:00Z,pers,C,10,C,5.733333333333333,-1.5261627906976745
76821,2015-11-17T00:32:00Z,pers,C,1.25,C,2.783333333333333,1.347305389221557
76821,2015-11-17T03:19:00Z,pers,C,5,C,22.483333333333334,-0.1111934766493699
76821,2015-11-18T01:48:00Z,pers,C,2.5,C,3.1666666666666665,1.1842105263157896
76821,2015-11-18T04:58:00Z,pers,C,6.25,C,13.533333333333333,0.09236453201970443
76821,2015-11-18T18:30:00Z,pers,C,7.5,C,2.5833333333333335,0.9677419354838709
76821,2015-11-18T21:05:00Z,pers,C,10,C,6.333333333333333,0
76821,2015-11-20T19:00:00Z,pers,C,7.5,C,2.033333333333333,0
76821,2015-11-23T22:10:00Z,pers,C,8.75,C,4.15,0.3012048192771084
76821,2015-11-24T02:19:00Z,pers,C,10,C,1.9,-0.6578947368421053
76821,2015-11-25T18:56:00Z,pers,C,8.75,C,3.033333333333333,-2.0604395604395607
76821,2015-11-25T21:58:00Z,pers,C,2.5,C,2.216666666666667,0
76821,2015-11-26T00:11:00Z,pers,C,2.5,C,3.3666666666666667,0.7425742574257426
76821,2015-11-28T00:07:00Z,pers,C,2.5,C,21.266666666666666,0
76821,2015-11-28T21:23:00Z,pers,C,2.5,C,3.4166666666666665,1.4634146341463414
76821,2015-11-29T00:48:00Z,pers,C,7.5,C,20.3,0
76821,2015-11-29T21:06:00Z,pers,C,7.5,C,5.266666666666667,0.4746835443037975
76821,2015-11-30T02:22:00Z,pers,C,10,C,15.716666666666667,-0.07953340402969247
76821,2015-11-30T18:05:00Z,pers,C,8.75,C,3.566666666666667,0
76821,2015-11-30T21:39:00Z,pers,C,8.75,C,2.5166666666666666,0.49668874172185434
76821,2015-12-03T21:57:00Z,pers,C,6.25,C,4.683333333333334,0.5338078291814946
76821,2015-12-04T02:38:00Z,pers,C,8.75,C,16.933333333333334,-0.2952755905511811
76821,2015-12-04T19:34:00Z,pers,C,3.75,C,2.4833333333333334,2.5167785234899327
76821,2015-12-04T22:03:00Z,pers,C,10,C,2.1666666666666665,-1.153846153846154
76821,2015-12-10T00:00:00Z,pers,C,3.75,C,18.066666666666666,0.20756457564575645
76821,2015-12-10T18:04:00Z,pers,C,7.5,C,2.9833333333333334,0.41899441340782123
76821,2015-12-10T21:03:00Z,pers,C,8.75,C,3.9833333333333334,0
76821,2015-12-11T01:02:00Z,pers,C,8.75,C,4.75,0.2631578947368421
76821,2015-12-11T05:47:00Z,pers,C,10,C,12.216666666666667,-0.10231923601637108
76821,2015-12-11T18:00:00Z,pers,C,8.75,C,4.25,-0.8823529411764706
76821,2015-12-11T22:15:00Z,pers,C,5,C,3.0166666666666666,0.8287292817679558
76821,2015-12-12T01:16:00Z,pers,C,7.5,C,19.933333333333334,0.1254180602006689
76821,2015-12-13T22:39:00Z,pers,C,3.75,C,23.533333333333335,0.10623229461756373
76821,2015-12-14T22:11:00Z,pers,C,6.25,C,23.116666666666667,0.16222062004325882
76821,2015-12-15T21:18:00Z,pers,C,10,C,3.433333333333333,0
76821,2015-12-16T00:44:00Z,pers,C,10,C,21.4,-0.4088785046728972
76821,2015-12-16T22:08:00Z,pers,C,1.25,C,4.75,1.8421052631578947
76821,2015-12-17T02:53:00Z,pers,C,10,C,17.866666666666667,-0.13992537313432835
76821,2015-12-17T20:45:00Z,pers,C,7.5,C,1.1833333333333333,2.112676056338028
76821,2015-12-17T21:56:00Z,pers,C,10,C,2.683333333333333,-0.9316770186335405
76821,2015-12-20T00:01:00Z,pers,C,8.75,C,20.4,-0.30637254901960786
76821,2015-12-20T20:25:00Z,pers,C,2.5,C,1.0166666666666666,2.459016393442623
76821,2015-12-21T22:09:00Z,pers,C,2.5,C,4.816666666666666,0
76821,2015-12-22T02:58:00Z,pers,C,2.5,C,22.333333333333332,-0.055970149253731345
76821,2015-12-24T01:58:00Z,pers,C,6.25,C,1.3833333333333333,0.9036144578313253
76821,2015-12-24T03:21:00Z,pers,C,7.5,C,17.316666666666666,-0.14436958614051973
76821,2015-12-24T20:40:00Z,pers,C,5,C,1.35,1.8518518518518516
76821,2015-12-24T22:01:00Z,pers,C,7.5,C,7.916666666666667,-0.631578947368421
76821,2015-12-25T05:56:00Z,pers,C,2.5,C,14,0.08928571428571429
76821,2015-12-31T20:49:00Z,pers,C,3.75,C,NA,NA
76821,2015-11-02T04:41:00Z,pers,C,0,lazy,14.2,0
76821,2015-11-04T19:06:00Z,pers,C,2.5,lazy,8.05,-0.3105590062111801
76821,2015-11-05T03:09:00Z,pers,C,0,lazy,15.833333333333334,0
76821,2015-11-05T18:59:00Z,pers,C,0,lazy,9.333333333333334,0
76821,2015-11-06T04:19:00Z,pers,C,0,lazy,13.916666666666666,0
76821,2015-11-08T20:07:00Z,pers,C,2.5,lazy,22.633333333333333,0
76821,2015-11-09T18:45:00Z,pers,C,2.5,lazy,8.75,0.2857142857142857
76821,2015-11-16T05:36:00Z,pers,C,0,lazy,13.2,0
76821,2015-11-16T18:48:00Z,pers,C,0,lazy,5.733333333333333,1.3081395348837208
76821,2015-11-17T00:32:00Z,pers,C,7.5,lazy,2.783333333333333,-0.8982035928143713
76821,2015-11-17T03:19:00Z,pers,C,5,lazy,22.483333333333334,0.1111934766493699
76821,2015-11-18T01:48:00Z,pers,C,7.5,lazy,3.1666666666666665,-1.5789473684210527
76821,2015-11-18T04:58:00Z,pers,C,2.5,lazy,13.533333333333333,-0.18472906403940886
76821,2015-11-18T18:30:00Z,pers,C,0,lazy,2.5833333333333335,0
76821,2015-11-18T21:05:00Z,pers,C,0,lazy,6.333333333333333,0
76821,2015-11-20T19:00:00Z,pers,C,2.5,lazy,2.033333333333333,0
76821,2015-11-23T22:10:00Z,pers,C,2.5,lazy,4.15,-0.6024096385542168
76821,2015-11-24T02:19:00Z,pers,C,0,lazy,1.9,0
76821,2015-11-25T18:56:00Z,pers,C,0,lazy,3.033333333333333,3.296703296703297
76821,2015-11-25T21:58:00Z,pers,C,10,lazy,2.216666666666667,0
76821,2015-11-26T00:11:00Z,pers,C,10,lazy,3.3666666666666667,-0.7425742574257426
76821,2015-11-28T00:07:00Z,pers,C,10,lazy,21.266666666666666,0
76821,2015-11-28T21:23:00Z,pers,C,10,lazy,3.4166666666666665,-2.1951219512195124
76821,2015-11-29T00:48:00Z,pers,C,2.5,lazy,20.3,0
