study SID p_name p_item s_name done
04-horstmann 236 E dominant pOsitivity NA
04-horstmann 236 E dominant Sociality NA
04-horstmann 236 E E Adversity NA
04-horstmann 236 E E Duty NA
04-horstmann 236 E E Intellect NA
04-horstmann 236 E E Mating NA
04-horstmann 236 E E Negativity NA
04-horstmann 236 E E pOsitivity NA
04-horstmann 236 E E Sociality NA
04-horstmann 236 E outgoing Adversity NA
04-horstmann 236 E outgoing Duty NA
04-horstmann 236 E outgoing Intellect NA
04-horstmann 236 E outgoing Mating NA
04-horstmann 236 E outgoing Negativity NA
04-horstmann 236 E outgoing pOsitivity NA
04-horstmann 236 E outgoing Sociality NA
04-horstmann 236 N N Adversity NA
04-horstmann 236 N N Duty NA
04-horstmann 236 N N Intellect NA
04-horstmann 236 N N Mating NA
04-horstmann 236 N N Negativity NA
04-horstmann 236 N N pOsitivity NA
04-horstmann 236 N N Sociality NA
04-horstmann 236 O O Adversity NA
04-horstmann 236 O O Duty NA
04-horstmann 236 O O Intellect NA
04-horstmann 236 O O Mating NA
04-horstmann 236 O O Negativity NA
04-horstmann 236 O O pOsitivity NA
04-horstmann 236 O O Sociality NA
04-horstmann 24 A A Adversity NA
04-horstmann 24 A A Duty NA
04-horstmann 24 A A Intellect NA
04-horstmann 24 A A Mating NA
04-horstmann 24 A A Negativity NA
04-horstmann 24 A A pOsitivity NA
04-horstmann 24 A A Sociality NA
04-horstmann 24 C C Adversity NA
04-horstmann 24 C C Duty NA
04-horstmann 24 C C Intellect NA
04-horstmann 24 C C Mating NA
04-horstmann 24 C C Negativity NA
04-horstmann 24 C C pOsitivity NA
04-horstmann 24 C C Sociality NA
04-horstmann 24 E dominant Adversity NA
04-horstmann 24 E dominant Duty NA
04-horstmann 24 E dominant Intellect NA
04-horstmann 24 E dominant Mating NA
04-horstmann 24 E dominant Negativity NA
04-horstmann 24 E dominant pOsitivity NA
04-horstmann 24 E dominant Sociality NA
04-horstmann 24 E E Adversity NA
04-horstmann 24 E E Duty NA
04-horstmann 24 E E Intellect NA
04-horstmann 24 E E Mating NA
04-horstmann 24 E E Negativity NA
04-horstmann 24 E E pOsitivity NA
04-horstmann 24 E E Sociality NA
04-horstmann 24 E outgoing Adversity NA
04-horstmann 24 E outgoing Duty NA
04-horstmann 24 E outgoing Intellect NA
04-horstmann 24 E outgoing Mating NA
04-horstmann 24 E outgoing Negativity NA
04-horstmann 24 E outgoing pOsitivity NA
04-horstmann 24 E outgoing Sociality NA
04-horstmann 24 N N Adversity NA
04-horstmann 24 N N Duty NA
04-horstmann 24 N N Intellect NA
04-horstmann 24 N N Mating NA
04-horstmann 24 N N Negativity NA
04-horstmann 24 N N pOsitivity NA
04-horstmann 24 N N Sociality NA
04-horstmann 24 O O Adversity NA
04-horstmann 24 O O Duty NA
04-horstmann 24 O O Intellect NA
04-horstmann 24 O O Mating NA
04-horstmann 24 O O Negativity NA
04-horstmann 24 O O pOsitivity NA
04-horstmann 24 O O Sociality NA
04-horstmann 242 A A Adversity NA
04-horstmann 242 A A Deception NA
04-horstmann 242 A A Duty NA
04-horstmann 242 A A Intellect NA
04-horstmann 242 A A Mating NA
04-horstmann 242 A A Negativity NA
04-horstmann 242 A A pOsitivity NA
04-horstmann 242 A A Sociality NA
04-horstmann 242 C C Adversity NA
04-horstmann 242 C C Deception NA
04-horstmann 242 C C Duty NA
04-horstmann 242 C C Intellect NA
04-horstmann 242 C C Mating NA
04-horstmann 242 C C Negativity NA
04-horstmann 242 C C pOsitivity NA
04-horstmann 242 C C Sociality NA
04-horstmann 242 E dominant Adversity NA
04-horstmann 242 E dominant Deception NA
04-horstmann 242 E dominant Duty NA
04-horstmann 242 E dominant Intellect NA
04-horstmann 242 E dominant Mating NA
04-horstmann 242 E dominant Negativity NA
04-horstmann 242 E dominant pOsitivity NA
04-horstmann 242 E dominant Sociality NA
04-horstmann 242 E E Adversity NA
04-horstmann 242 E E Deception NA
04-horstmann 242 E E Duty NA
04-horstmann 242 E E Intellect NA
04-horstmann 242 E E Mating NA
04-horstmann 242 E E Negativity NA
04-horstmann 242 E E pOsitivity NA
04-horstmann 242 E E Sociality NA
04-horstmann 242 E outgoing Adversity NA
04-horstmann 242 E outgoing Deception NA
04-horstmann 242 E outgoing Duty NA
04-horstmann 242 E outgoing Intellect NA
04-horstmann 242 E outgoing Mating NA
04-horstmann 242 E outgoing Negativity NA
04-horstmann 242 E outgoing pOsitivity NA
04-horstmann 242 E outgoing Sociality NA
04-horstmann 242 N N Adversity NA
04-horstmann 242 N N Deception NA
04-horstmann 242 N N Duty NA
04-horstmann 242 N N Intellect NA
04-horstmann 242 N N Mating NA
04-horstmann 242 N N Negativity NA
04-horstmann 242 N N pOsitivity NA
04-horstmann 242 N N Sociality NA
04-horstmann 242 O O Adversity NA
04-horstmann 242 O O Deception NA
04-horstmann 242 O O Duty NA
04-horstmann 242 O O Intellect NA
04-horstmann 242 O O Mating NA
04-horstmann 242 O O Negativity NA
04-horstmann 242 O O pOsitivity NA
04-horstmann 242 O O Sociality NA
04-horstmann 244 A A Adversity NA
04-horstmann 244 A A Deception NA
04-horstmann 244 A A Duty NA
04-horstmann 244 A A Intellect NA
04-horstmann 244 A A Mating NA
04-horstmann 244 A A Negativity NA
04-horstmann 244 A A pOsitivity NA
04-horstmann 244 A A Sociality NA
04-horstmann 244 C C Adversity NA
04-horstmann 244 C C Deception NA
04-horstmann 244 C C Duty NA
04-horstmann 244 C C Intellect NA
04-horstmann 244 C C Mating NA
04-horstmann 244 C C Negativity NA
04-horstmann 244 C C pOsitivity NA
04-horstmann 244 C C Sociality NA
04-horstmann 244 E dominant Adversity NA
04-horstmann 244 E dominant Deception NA
04-horstmann 244 E dominant Duty NA
04-horstmann 244 E dominant Intellect NA
04-horstmann 244 E dominant Mating NA
04-horstmann 244 E dominant Negativity NA
04-horstmann 244 E dominant pOsitivity NA
04-horstmann 244 E dominant Sociality NA
04-horstmann 244 E E Adversity NA
04-horstmann 244 E E Deception NA
04-horstmann 244 E E Duty NA
04-horstmann 244 E E Intellect NA
04-horstmann 244 E E Mating NA
04-horstmann 244 E E Negativity NA
04-horstmann 244 E E pOsitivity NA
04-horstmann 244 E E Sociality NA
04-horstmann 244 E outgoing Adversity NA
04-horstmann 244 E outgoing Deception NA
04-horstmann 244 E outgoing Duty NA
04-horstmann 244 E outgoing Intellect NA
04-horstmann 244 E outgoing Mating NA
04-horstmann 244 E outgoing Negativity NA
04-horstmann 244 E outgoing pOsitivity NA
04-horstmann 244 E outgoing Sociality NA
04-horstmann 244 N N Adversity NA
04-horstmann 244 N N Deception NA
04-horstmann 244 N N Duty NA
04-horstmann 244 N N Intellect NA
04-horstmann 244 N N Mating NA
04-horstmann 244 N N Negativity NA
04-horstmann 244 N N pOsitivity NA
04-horstmann 244 N N Sociality NA
04-horstmann 244 O O Adversity NA
04-horstmann 244 O O Deception NA
04-horstmann 244 O O Duty NA
04-horstmann 244 O O Intellect NA
04-horstmann 244 O O Mating NA
04-horstmann 244 O O Negativity NA
04-horstmann 244 O O pOsitivity NA
04-horstmann 244 O O Sociality NA
04-horstmann 245 A A Adversity NA
04-horstmann 245 A A Duty NA
04-horstmann 245 A A Intellect NA
04-horstmann 245 A A Mating NA
04-horstmann 245 A A Negativity NA
04-horstmann 245 A A pOsitivity NA
04-horstmann 245 A A Sociality NA
04-horstmann 245 C C Adversity NA
04-horstmann 245 C C Duty NA
04-horstmann 245 C C Intellect NA
04-horstmann 245 C C Mating NA
04-horstmann 245 C C Negativity NA
04-horstmann 245 C C pOsitivity NA
04-horstmann 245 C C Sociality NA
04-horstmann 245 E dominant Adversity NA
04-horstmann 245 E dominant Duty NA
04-horstmann 245 E dominant Intellect NA
04-horstmann 245 E dominant Mating NA
04-horstmann 245 E dominant Negativity NA
04-horstmann 245 E dominant pOsitivity NA
04-horstmann 245 E dominant Sociality NA
04-horstmann 245 E E Adversity NA
04-horstmann 245 E E Duty NA
04-horstmann 245 E E Intellect NA
04-horstmann 245 E E Mating NA
04-horstmann 245 E E Negativity NA
04-horstmann 245 E E pOsitivity NA
04-horstmann 245 E E Sociality NA
04-horstmann 245 E outgoing Adversity NA
04-horstmann 245 E outgoing Duty NA
04-horstmann 245 E outgoing Intellect NA
04-horstmann 245 E outgoing Mating NA
04-horstmann 245 E outgoing Negativity NA
04-horstmann 245 E outgoing pOsitivity NA
04-horstmann 245 E outgoing Sociality NA
04-horstmann 245 N N Adversity NA
04-horstmann 245 N N Duty NA
04-horstmann 245 N N Intellect NA
04-horstmann 245 N N Mating NA
04-horstmann 245 N N Negativity NA
04-horstmann 245 N N pOsitivity NA
04-horstmann 245 N N Sociality NA
04-horstmann 245 O O Adversity NA
04-horstmann 245 O O Duty NA
04-horstmann 245 O O Intellect NA
04-horstmann 245 O O Mating NA
04-horstmann 245 O O Negativity NA
04-horstmann 245 O O pOsitivity NA
04-horstmann 245 O O Sociality NA
04-horstmann 246 A A Adversity NA
04-horstmann 246 A A Duty NA
04-horstmann 246 A A Intellect NA
04-horstmann 246 A A Mating NA
04-horstmann 246 A A Negativity NA
04-horstmann 246 A A pOsitivity NA
04-horstmann 246 A A Sociality NA
04-horstmann 246 C C Adversity NA
04-horstmann 246 C C Duty NA
04-horstmann 246 C C Intellect NA
04-horstmann 246 C C Mating NA
04-horstmann 246 C C Negativity NA
04-horstmann 246 C C pOsitivity NA
04-horstmann 246 C C Sociality NA
04-horstmann 246 E dominant Adversity NA
04-horstmann 246 E dominant Duty NA
04-horstmann 246 E dominant Intellect NA
04-horstmann 246 E dominant Mating NA
04-horstmann 246 E dominant Negativity NA
04-horstmann 246 E dominant pOsitivity NA
04-horstmann 246 E dominant Sociality NA
04-horstmann 246 E E Adversity NA
04-horstmann 246 E E Duty NA
04-horstmann 246 E E Intellect NA
04-horstmann 246 E E Mating NA
04-horstmann 246 E E Negativity NA
04-horstmann 246 E E pOsitivity NA
04-horstmann 246 E E Sociality NA
04-horstmann 246 E outgoing Adversity NA
04-horstmann 246 E outgoing Duty NA
04-horstmann 246 E outgoing Intellect NA
04-horstmann 246 E outgoing Mating NA
04-horstmann 246 E outgoing Negativity NA
04-horstmann 246 E outgoing pOsitivity NA
04-horstmann 246 E outgoing Sociality NA
04-horstmann 246 N N Adversity NA
04-horstmann 246 N N Duty NA
04-horstmann 246 N N Intellect NA
04-horstmann 246 N N Mating NA
04-horstmann 246 N N Negativity NA
04-horstmann 246 N N pOsitivity NA
04-horstmann 246 N N Sociality NA
04-horstmann 246 O O Adversity NA
04-horstmann 246 O O Duty NA
04-horstmann 246 O O Intellect NA
04-horstmann 246 O O Mating NA
04-horstmann 246 O O Negativity NA
04-horstmann 246 O O pOsitivity NA
04-horstmann 246 O O Sociality NA
04-horstmann 247 A A Adversity NA
04-horstmann 247 A A Deception NA
04-horstmann 247 A A Duty NA
04-horstmann 247 A A Intellect NA
04-horstmann 247 A A Negativity NA
04-horstmann 247 A A pOsitivity NA
04-horstmann 247 A A Sociality NA
04-horstmann 247 C C Adversity NA
04-horstmann 247 C C Deception NA
04-horstmann 247 C C Duty NA
04-horstmann 247 C C Intellect NA
04-horstmann 247 C C Negativity NA
04-horstmann 247 C C pOsitivity NA
04-horstmann 247 C C Sociality NA
04-horstmann 247 E dominant Adversity NA
04-horstmann 247 E dominant Deception NA
04-horstmann 247 E dominant Duty NA
04-horstmann 247 E dominant Intellect NA
04-horstmann 247 E dominant Negativity NA
04-horstmann 247 E dominant pOsitivity NA
04-horstmann 247 E dominant Sociality NA
04-horstmann 247 E E Adversity NA
04-horstmann 247 E E Deception NA
04-horstmann 247 E E Duty NA
04-horstmann 247 E E Intellect NA
04-horstmann 247 E E Negativity NA
04-horstmann 247 E E pOsitivity NA
04-horstmann 247 E E Sociality NA
04-horstmann 247 E outgoing Adversity NA
04-horstmann 247 E outgoing Deception NA
04-horstmann 247 E outgoing Duty NA
04-horstmann 247 E outgoing Intellect NA
04-horstmann 247 E outgoing Negativity NA
04-horstmann 247 E outgoing pOsitivity NA
04-horstmann 247 E outgoing Sociality NA
04-horstmann 247 N N Adversity NA
04-horstmann 247 N N Deception NA
04-horstmann 247 N N Duty NA
04-horstmann 247 N N Intellect NA
04-horstmann 247 N N Negativity NA
04-horstmann 247 N N pOsitivity NA
04-horstmann 247 N N Sociality NA
04-horstmann 247 O O Adversity NA
04-horstmann 247 O O Deception NA
04-horstmann 247 O O Duty NA
04-horstmann 247 O O Intellect NA
04-horstmann 247 O O Negativity NA
04-horstmann 247 O O pOsitivity NA
04-horstmann 247 O O Sociality NA
04-horstmann 248 A A Adversity NA
04-horstmann 248 A A Deception NA
04-horstmann 248 A A Duty NA
04-horstmann 248 A A Intellect NA
04-horstmann 248 A A Mating NA
04-horstmann 248 A A Negativity NA
04-horstmann 248 A A pOsitivity NA
04-horstmann 248 A A Sociality NA
04-horstmann 248 C C Adversity NA
04-horstmann 248 C C Deception NA
04-horstmann 248 C C Duty NA
04-horstmann 248 C C Intellect NA
04-horstmann 248 C C Mating NA
04-horstmann 248 C C Negativity NA
04-horstmann 248 C C pOsitivity NA
04-horstmann 248 C C Sociality NA
04-horstmann 248 E dominant Adversity NA
04-horstmann 248 E dominant Deception NA
04-horstmann 248 E dominant Duty NA
04-horstmann 248 E dominant Intellect NA
04-horstmann 248 E dominant Mating NA
04-horstmann 248 E dominant Negativity NA
04-horstmann 248 E dominant pOsitivity NA
04-horstmann 248 E dominant Sociality NA
04-horstmann 248 E E Adversity NA
04-horstmann 248 E E Deception NA
04-horstmann 248 E E Duty NA
04-horstmann 248 E E Intellect NA
04-horstmann 248 E E Mating NA
04-horstmann 248 E E Negativity NA
04-horstmann 248 E E pOsitivity NA
04-horstmann 248 E E Sociality NA
04-horstmann 248 E outgoing Adversity NA
04-horstmann 248 E outgoing Deception NA
04-horstmann 248 E outgoing Duty NA
04-horstmann 248 E outgoing Intellect NA
04-horstmann 248 E outgoing Mating NA
04-horstmann 248 E outgoing Negativity NA
04-horstmann 248 E outgoing pOsitivity NA
04-horstmann 248 E outgoing Sociality NA
04-horstmann 248 N N Adversity NA
04-horstmann 248 N N Deception NA
04-horstmann 248 N N Duty NA
04-horstmann 248 N N Intellect NA
04-horstmann 248 N N Mating NA
04-horstmann 248 N N Negativity NA
04-horstmann 248 N N pOsitivity NA
04-horstmann 248 N N Sociality NA
04-horstmann 248 O O Adversity NA
04-horstmann 248 O O Deception NA
04-horstmann 248 O O Duty NA
04-horstmann 248 O O Intellect NA
04-horstmann 248 O O Mating NA
04-horstmann 248 O O Negativity NA
04-horstmann 248 O O pOsitivity NA
04-horstmann 248 O O Sociality NA
04-horstmann 249 A A Adversity NA
04-horstmann 249 A A Deception NA
04-horstmann 249 A A Duty NA
04-horstmann 249 A A Intellect NA
04-horstmann 249 A A Mating NA
04-horstmann 249 A A Negativity NA
04-horstmann 249 A A pOsitivity NA
04-horstmann 249 A A Sociality NA
04-horstmann 249 C C Adversity NA
04-horstmann 249 C C Deception NA
04-horstmann 249 C C Duty NA
04-horstmann 249 C C Intellect NA
04-horstmann 249 C C Mating NA
04-horstmann 249 C C Negativity NA
04-horstmann 249 C C pOsitivity NA
04-horstmann 249 C C Sociality NA
04-horstmann 249 E dominant Adversity NA
04-horstmann 249 E dominant Deception NA
04-horstmann 249 E dominant Duty NA
04-horstmann 249 E dominant Intellect NA
04-horstmann 249 E dominant Mating NA
04-horstmann 249 E dominant Negativity NA
04-horstmann 249 E dominant pOsitivity NA
04-horstmann 249 E dominant Sociality NA
04-horstmann 249 E E Adversity NA
04-horstmann 249 E E Deception NA
04-horstmann 249 E E Duty NA
04-horstmann 249 E E Intellect NA
04-horstmann 249 E E Mating NA
04-horstmann 249 E E Negativity NA
04-horstmann 249 E E pOsitivity NA
04-horstmann 249 E E Sociality NA
04-horstmann 249 E outgoing Adversity NA
04-horstmann 249 E outgoing Deception NA
04-horstmann 249 E outgoing Duty NA
04-horstmann 249 E outgoing Intellect NA
04-horstmann 249 E outgoing Mating NA
04-horstmann 249 E outgoing Negativity NA
04-horstmann 249 E outgoing pOsitivity NA
04-horstmann 249 E outgoing Sociality NA
04-horstmann 249 N N Adversity NA
04-horstmann 249 N N Deception NA
04-horstmann 249 N N Duty NA
04-horstmann 249 N N Intellect NA
04-horstmann 249 N N Mating NA
04-horstmann 249 N N Negativity NA
04-horstmann 249 N N pOsitivity NA
04-horstmann 249 N N Sociality NA
04-horstmann 249 O O Adversity NA
04-horstmann 249 O O Deception NA
04-horstmann 249 O O Duty NA
04-horstmann 249 O O Intellect NA
04-horstmann 249 O O Mating NA
04-horstmann 249 O O Negativity NA
04-horstmann 249 O O pOsitivity NA
04-horstmann 249 O O Sociality NA
04-horstmann 25 A A Adversity NA
04-horstmann 25 A A Deception NA
04-horstmann 25 A A Duty NA
04-horstmann 25 A A Intellect NA
04-horstmann 25 A A Mating NA
04-horstmann 25 A A Negativity NA
04-horstmann 25 A A pOsitivity NA
04-horstmann 25 A A Sociality NA
04-horstmann 25 C C Adversity NA
04-horstmann 25 C C Deception NA
04-horstmann 25 C C Duty NA
04-horstmann 25 C C Intellect NA
04-horstmann 25 C C Mating NA
04-horstmann 25 C C Negativity NA
04-horstmann 25 C C pOsitivity NA
04-horstmann 25 C C Sociality NA
04-horstmann 25 E dominant Adversity NA
04-horstmann 25 E dominant Deception NA
04-horstmann 25 E dominant Duty NA
04-horstmann 25 E dominant Intellect NA
04-horstmann 25 E dominant Mating NA
04-horstmann 25 E dominant Negativity NA
04-horstmann 25 E dominant pOsitivity NA
04-horstmann 25 E dominant Sociality NA
04-horstmann 25 E E Adversity NA
04-horstmann 25 E E Deception NA
04-horstmann 25 E E Duty NA
04-horstmann 25 E E Intellect NA
04-horstmann 25 E E Mating NA
04-horstmann 25 E E Negativity NA
04-horstmann 25 E E pOsitivity NA
04-horstmann 25 E E Sociality NA
04-horstmann 25 E outgoing Adversity NA
04-horstmann 25 E outgoing Deception NA
04-horstmann 25 E outgoing Duty NA
04-horstmann 25 E outgoing Intellect NA
04-horstmann 25 E outgoing Mating NA
04-horstmann 25 E outgoing Negativity NA
04-horstmann 25 E outgoing pOsitivity NA
04-horstmann 25 E outgoing Sociality NA
04-horstmann 25 N N Adversity NA
04-horstmann 25 N N Deception NA
04-horstmann 25 N N Duty NA
04-horstmann 25 N N Intellect NA
04-horstmann 25 N N Mating NA
04-horstmann 25 N N Negativity NA
04-horstmann 25 N N pOsitivity NA
04-horstmann 25 N N Sociality NA
04-horstmann 25 O O Adversity NA
04-horstmann 25 O O Deception NA
04-horstmann 25 O O Duty NA
04-horstmann 25 O O Intellect NA
04-horstmann 25 O O Mating NA
04-horstmann 25 O O Negativity NA
04-horstmann 25 O O pOsitivity NA
04-horstmann 25 O O Sociality NA
04-horstmann 250 A A Adversity NA
04-horstmann 250 A A Deception NA
04-horstmann 250 A A Duty NA
04-horstmann 250 A A Intellect NA
04-horstmann 250 A A Mating NA
04-horstmann 250 A A Negativity NA
04-horstmann 250 A A pOsitivity NA
04-horstmann 250 A A Sociality NA
04-horstmann 250 C C Adversity NA
04-horstmann 250 C C Deception NA
04-horstmann 250 C C Duty NA
04-horstmann 250 C C Intellect NA
04-horstmann 250 C C Mating NA
04-horstmann 250 C C Negativity NA
04-horstmann 250 C C pOsitivity NA
04-horstmann 250 C C Sociality NA
04-horstmann 250 E dominant Adversity NA
04-horstmann 250 E dominant Deception NA
04-horstmann 250 E dominant Duty NA
04-horstmann 250 E dominant Intellect NA
04-horstmann 250 E dominant Mating NA
04-horstmann 250 E dominant Negativity NA
04-horstmann 250 E dominant pOsitivity NA
04-horstmann 250 E dominant Sociality NA
04-horstmann 250 E E Adversity NA
04-horstmann 250 E E Deception NA
04-horstmann 250 E E Duty NA
04-horstmann 250 E E Intellect NA
04-horstmann 250 E E Mating NA
04-horstmann 250 E E Negativity NA
04-horstmann 250 E E pOsitivity NA
04-horstmann 250 E E Sociality NA
04-horstmann 250 E outgoing Adversity NA
04-horstmann 250 E outgoing Deception NA
04-horstmann 250 E outgoing Duty NA
04-horstmann 250 E outgoing Intellect NA
04-horstmann 250 E outgoing Mating NA
04-horstmann 250 E outgoing Negativity NA
04-horstmann 250 E outgoing pOsitivity NA
04-horstmann 250 E outgoing Sociality NA
04-horstmann 250 N N Adversity NA
04-horstmann 250 N N Deception NA
04-horstmann 250 N N Duty NA
04-horstmann 250 N N Intellect NA
04-horstmann 250 N N Mating NA
04-horstmann 250 N N Negativity NA
04-horstmann 250 N N pOsitivity NA
04-horstmann 250 N N Sociality NA
04-horstmann 250 O O Adversity NA
04-horstmann 250 O O Deception NA
04-horstmann 250 O O Duty NA
04-horstmann 250 O O Intellect NA
04-horstmann 250 O O Mating NA
04-horstmann 250 O O Negativity NA
04-horstmann 250 O O pOsitivity NA
04-horstmann 250 O O Sociality NA
04-horstmann 252 A A Adversity NA
04-horstmann 252 A A Deception NA
04-horstmann 252 A A Duty NA
04-horstmann 252 A A Intellect NA
04-horstmann 252 A A Mating NA
04-horstmann 252 A A Negativity NA
04-horstmann 252 A A pOsitivity NA
04-horstmann 252 A A Sociality NA
04-horstmann 252 C C Adversity NA
04-horstmann 252 C C Deception NA
04-horstmann 252 C C Duty NA
04-horstmann 252 C C Intellect NA
04-horstmann 252 C C Mating NA
04-horstmann 252 C C Negativity NA
04-horstmann 252 C C pOsitivity NA
04-horstmann 252 C C Sociality NA
04-horstmann 252 E dominant Adversity NA
04-horstmann 252 E dominant Deception NA
04-horstmann 252 E dominant Duty NA
04-horstmann 252 E dominant Intellect NA
04-horstmann 252 E dominant Mating NA
04-horstmann 252 E dominant Negativity NA
04-horstmann 252 E dominant pOsitivity NA
04-horstmann 252 E dominant Sociality NA
04-horstmann 252 E E Adversity NA
04-horstmann 252 E E Deception NA
04-horstmann 252 E E Duty NA
04-horstmann 252 E E Intellect NA
04-horstmann 252 E E Mating NA
04-horstmann 252 E E Negativity NA
04-horstmann 252 E E pOsitivity NA
04-horstmann 252 E E Sociality NA
04-horstmann 252 E outgoing Adversity NA
04-horstmann 252 E outgoing Deception NA
04-horstmann 252 E outgoing Duty NA
04-horstmann 252 E outgoing Intellect NA
04-horstmann 252 E outgoing Mating NA
04-horstmann 252 E outgoing Negativity NA
04-horstmann 252 E outgoing pOsitivity NA
04-horstmann 252 E outgoing Sociality NA
04-horstmann 252 N N Adversity NA
04-horstmann 252 N N Deception NA
04-horstmann 252 N N Duty NA
04-horstmann 252 N N Intellect NA
04-horstmann 252 N N Mating NA
04-horstmann 252 N N Negativity NA
04-horstmann 252 N N pOsitivity NA
04-horstmann 252 N N Sociality NA
04-horstmann 252 O O Adversity NA
04-horstmann 252 O O Deception NA
04-horstmann 252 O O Duty NA
04-horstmann 252 O O Intellect NA
04-horstmann 252 O O Mating NA
04-horstmann 252 O O Negativity NA
04-horstmann 252 O O pOsitivity NA
04-horstmann 252 O O Sociality NA
04-horstmann 26 A A Adversity NA
04-horstmann 26 A A Deception NA
04-horstmann 26 A A Duty NA
04-horstmann 26 A A Intellect NA
04-horstmann 26 A A Mating NA
04-horstmann 26 A A Negativity NA
04-horstmann 26 A A pOsitivity NA
04-horstmann 26 A A Sociality NA
04-horstmann 26 C C Adversity NA
04-horstmann 26 C C Deception NA
04-horstmann 26 C C Duty NA
04-horstmann 26 C C Intellect NA
04-horstmann 26 C C Mating NA
04-horstmann 26 C C Negativity NA
04-horstmann 26 C C pOsitivity NA
04-horstmann 26 C C Sociality NA
04-horstmann 26 E dominant Adversity NA
04-horstmann 26 E dominant Deception NA
04-horstmann 26 E dominant Duty NA
04-horstmann 26 E dominant Intellect NA
04-horstmann 26 E dominant Mating NA
04-horstmann 26 E dominant Negativity NA
04-horstmann 26 E dominant pOsitivity NA
04-horstmann 26 E dominant Sociality NA
04-horstmann 26 E E Adversity NA
04-horstmann 26 E E Deception NA
04-horstmann 26 E E Duty NA
04-horstmann 26 E E Intellect NA
04-horstmann 26 E E Mating NA
04-horstmann 26 E E Negativity NA
04-horstmann 26 E E pOsitivity NA
04-horstmann 26 E E Sociality NA
04-horstmann 26 E outgoing Adversity NA
04-horstmann 26 E outgoing Deception NA
04-horstmann 26 E outgoing Duty NA
04-horstmann 26 E outgoing Intellect NA
04-horstmann 26 E outgoing Mating NA
04-horstmann 26 E outgoing Negativity NA
04-horstmann 26 E outgoing pOsitivity NA
04-horstmann 26 E outgoing Sociality NA
04-horstmann 26 N N Adversity NA
04-horstmann 26 N N Deception NA
04-horstmann 26 N N Duty NA
04-horstmann 26 N N Intellect NA
04-horstmann 26 N N Mating NA
04-horstmann 26 N N Negativity NA
04-horstmann 26 N N pOsitivity NA
04-horstmann 26 N N Sociality NA
04-horstmann 26 O O Adversity NA
04-horstmann 26 O O Deception NA
04-horstmann 26 O O Duty NA
04-horstmann 26 O O Intellect NA
04-horstmann 26 O O Mating NA
04-horstmann 26 O O Negativity NA
04-horstmann 26 O O pOsitivity NA
04-horstmann 26 O O Sociality NA
04-horstmann 27 A A Duty NA
04-horstmann 27 A A Intellect NA
04-horstmann 27 A A Mating NA
04-horstmann 27 A A Negativity NA
04-horstmann 27 A A pOsitivity NA
04-horstmann 27 A A Sociality NA
04-horstmann 27 C C Duty NA
04-horstmann 27 C C Intellect NA
04-horstmann 27 C C Mating NA
04-horstmann 27 C C Negativity NA
04-horstmann 27 C C pOsitivity NA
04-horstmann 27 C C Sociality NA
04-horstmann 27 E dominant Duty NA
04-horstmann 27 E dominant Intellect NA
04-horstmann 27 E dominant Mating NA
04-horstmann 27 E dominant Negativity NA
04-horstmann 27 E dominant pOsitivity NA
04-horstmann 27 E dominant Sociality NA
04-horstmann 27 E E Duty NA
04-horstmann 27 E E Intellect NA
04-horstmann 27 E E Mating NA
04-horstmann 27 E E Negativity NA
04-horstmann 27 E E pOsitivity NA
04-horstmann 27 E E Sociality NA
04-horstmann 27 E outgoing Duty NA
04-horstmann 27 E outgoing Intellect NA
04-horstmann 27 E outgoing Mating NA
04-horstmann 27 E outgoing Negativity NA
04-horstmann 27 E outgoing pOsitivity NA
04-horstmann 27 E outgoing Sociality NA
04-horstmann 27 N N Duty NA
04-horstmann 27 N N Intellect NA
04-horstmann 27 N N Mating NA
04-horstmann 27 N N Negativity NA
04-horstmann 27 N N pOsitivity NA
04-horstmann 27 N N Sociality NA
04-horstmann 27 O O Duty NA
04-horstmann 27 O O Intellect NA
04-horstmann 27 O O Mating NA
04-horstmann 27 O O Negativity NA
04-horstmann 27 O O pOsitivity NA
04-horstmann 27 O O Sociality NA
04-horstmann 29 A A Adversity NA
04-horstmann 29 A A Deception NA
04-horstmann 29 A A Duty NA
04-horstmann 29 A A Intellect NA
04-horstmann 29 A A Mating NA
04-horstmann 29 A A Negativity NA
04-horstmann 29 A A pOsitivity NA
04-horstmann 29 A A Sociality NA
04-horstmann 29 C C Adversity NA
04-horstmann 29 C C Deception NA
04-horstmann 29 C C Duty NA
04-horstmann 29 C C Intellect NA
04-horstmann 29 C C Mating NA
04-horstmann 29 C C Negativity NA
04-horstmann 29 C C pOsitivity NA
04-horstmann 29 C C Sociality NA
04-horstmann 29 E dominant Adversity NA
04-horstmann 29 E dominant Deception NA
04-horstmann 29 E dominant Duty NA
04-horstmann 29 E dominant Intellect NA
04-horstmann 29 E dominant Mating NA
04-horstmann 29 E dominant Negativity NA
04-horstmann 29 E dominant pOsitivity NA
04-horstmann 29 E dominant Sociality NA
04-horstmann 29 E E Adversity NA
04-horstmann 29 E E Deception NA
04-horstmann 29 E E Duty NA
04-horstmann 29 E E Intellect NA
04-horstmann 29 E E Mating NA
04-horstmann 29 E E Negativity NA
04-horstmann 29 E E pOsitivity NA
04-horstmann 29 E E Sociality NA
04-horstmann 29 E outgoing Adversity NA
04-horstmann 29 E outgoing Deception NA
