study SID p_name p_item s_name done
04-horstmann 167 E dominant Mating NA
04-horstmann 167 E dominant Negativity NA
04-horstmann 167 E dominant pOsitivity NA
04-horstmann 167 E dominant Sociality NA
04-horstmann 167 E E Adversity NA
04-horstmann 167 E E Deception NA
04-horstmann 167 E E Duty NA
04-horstmann 167 E E Intellect NA
04-horstmann 167 E E Mating NA
04-horstmann 167 E E Negativity NA
04-horstmann 167 E E pOsitivity NA
04-horstmann 167 E E Sociality NA
04-horstmann 167 E outgoing Adversity NA
04-horstmann 167 E outgoing Deception NA
04-horstmann 167 E outgoing Duty NA
04-horstmann 167 E outgoing Intellect NA
04-horstmann 167 E outgoing Mating NA
04-horstmann 167 E outgoing Negativity NA
04-horstmann 167 E outgoing pOsitivity NA
04-horstmann 167 E outgoing Sociality NA
04-horstmann 167 N N Adversity NA
04-horstmann 167 N N Deception NA
04-horstmann 167 N N Duty NA
04-horstmann 167 N N Intellect NA
04-horstmann 167 N N Mating NA
04-horstmann 167 N N Negativity NA
04-horstmann 167 N N pOsitivity NA
04-horstmann 167 N N Sociality NA
04-horstmann 167 O O Adversity NA
04-horstmann 167 O O Deception NA
04-horstmann 167 O O Duty NA
04-horstmann 167 O O Intellect NA
04-horstmann 167 O O Mating NA
04-horstmann 167 O O Negativity NA
04-horstmann 167 O O pOsitivity NA
04-horstmann 167 O O Sociality NA
04-horstmann 168 A A Adversity NA
04-horstmann 168 A A Deception NA
04-horstmann 168 A A Duty NA
04-horstmann 168 A A Intellect NA
04-horstmann 168 A A Mating NA
04-horstmann 168 A A Negativity NA
04-horstmann 168 A A pOsitivity NA
04-horstmann 168 A A Sociality NA
04-horstmann 168 C C Adversity NA
04-horstmann 168 C C Deception NA
04-horstmann 168 C C Duty NA
04-horstmann 168 C C Intellect NA
04-horstmann 168 C C Mating NA
04-horstmann 168 C C Negativity NA
04-horstmann 168 C C pOsitivity NA
04-horstmann 168 C C Sociality NA
04-horstmann 168 E dominant Adversity NA
04-horstmann 168 E dominant Deception NA
04-horstmann 168 E dominant Duty NA
04-horstmann 168 E dominant Intellect NA
04-horstmann 168 E dominant Mating NA
04-horstmann 168 E dominant Negativity NA
04-horstmann 168 E dominant pOsitivity NA
04-horstmann 168 E dominant Sociality NA
04-horstmann 168 E E Adversity NA
04-horstmann 168 E E Deception NA
04-horstmann 168 E E Duty NA
04-horstmann 168 E E Intellect NA
04-horstmann 168 E E Mating NA
04-horstmann 168 E E Negativity NA
04-horstmann 168 E E pOsitivity NA
04-horstmann 168 E E Sociality NA
04-horstmann 168 E outgoing Adversity NA
04-horstmann 168 E outgoing Deception NA
04-horstmann 168 E outgoing Duty NA
04-horstmann 168 E outgoing Intellect NA
04-horstmann 168 E outgoing Mating NA
04-horstmann 168 E outgoing Negativity NA
04-horstmann 168 E outgoing pOsitivity NA
04-horstmann 168 E outgoing Sociality NA
04-horstmann 168 N N Adversity NA
04-horstmann 168 N N Deception NA
04-horstmann 168 N N Duty NA
04-horstmann 168 N N Intellect NA
04-horstmann 168 N N Mating NA
04-horstmann 168 N N Negativity NA
04-horstmann 168 N N pOsitivity NA
04-horstmann 168 N N Sociality NA
04-horstmann 168 O O Adversity NA
04-horstmann 168 O O Deception NA
04-horstmann 168 O O Duty NA
04-horstmann 168 O O Intellect NA
04-horstmann 168 O O Mating NA
04-horstmann 168 O O Negativity NA
04-horstmann 168 O O pOsitivity NA
04-horstmann 168 O O Sociality NA
04-horstmann 17 A A Adversity NA
04-horstmann 17 A A Duty NA
04-horstmann 17 A A Intellect NA
04-horstmann 17 A A Mating NA
04-horstmann 17 A A Negativity NA
04-horstmann 17 A A pOsitivity NA
04-horstmann 17 A A Sociality NA
04-horstmann 17 C C Adversity NA
04-horstmann 17 C C Duty NA
04-horstmann 17 C C Intellect NA
04-horstmann 17 C C Mating NA
04-horstmann 17 C C Negativity NA
04-horstmann 17 C C pOsitivity NA
04-horstmann 17 C C Sociality NA
04-horstmann 17 E dominant Adversity NA
04-horstmann 17 E dominant Duty NA
04-horstmann 17 E dominant Intellect NA
04-horstmann 17 E dominant Mating NA
04-horstmann 17 E dominant Negativity NA
04-horstmann 17 E dominant pOsitivity NA
04-horstmann 17 E dominant Sociality NA
04-horstmann 17 E E Adversity NA
04-horstmann 17 E E Duty NA
04-horstmann 17 E E Intellect NA
04-horstmann 17 E E Mating NA
04-horstmann 17 E E Negativity NA
04-horstmann 17 E E pOsitivity NA
04-horstmann 17 E E Sociality NA
04-horstmann 17 E outgoing Adversity NA
04-horstmann 17 E outgoing Duty NA
04-horstmann 17 E outgoing Intellect NA
04-horstmann 17 E outgoing Mating NA
04-horstmann 17 E outgoing Negativity NA
04-horstmann 17 E outgoing pOsitivity NA
04-horstmann 17 E outgoing Sociality NA
04-horstmann 17 N N Adversity NA
04-horstmann 17 N N Duty NA
04-horstmann 17 N N Intellect NA
04-horstmann 17 N N Mating NA
04-horstmann 17 N N Negativity NA
04-horstmann 17 N N pOsitivity NA
04-horstmann 17 N N Sociality NA
04-horstmann 17 O O Adversity NA
04-horstmann 17 O O Duty NA
04-horstmann 17 O O Intellect NA
04-horstmann 17 O O Mating NA
04-horstmann 17 O O Negativity NA
04-horstmann 17 O O pOsitivity NA
04-horstmann 17 O O Sociality NA
04-horstmann 172 A A Adversity NA
04-horstmann 172 A A Deception NA
04-horstmann 172 A A Duty NA
04-horstmann 172 A A Intellect NA
04-horstmann 172 A A Mating NA
04-horstmann 172 A A Negativity NA
04-horstmann 172 A A pOsitivity NA
04-horstmann 172 A A Sociality NA
04-horstmann 172 C C Adversity NA
04-horstmann 172 C C Deception NA
04-horstmann 172 C C Duty NA
04-horstmann 172 C C Intellect NA
04-horstmann 172 C C Mating NA
04-horstmann 172 C C Negativity NA
04-horstmann 172 C C pOsitivity NA
04-horstmann 172 C C Sociality NA
04-horstmann 172 E dominant Adversity NA
04-horstmann 172 E dominant Deception NA
04-horstmann 172 E dominant Duty NA
04-horstmann 172 E dominant Intellect NA
04-horstmann 172 E dominant Mating NA
04-horstmann 172 E dominant Negativity NA
04-horstmann 172 E dominant pOsitivity NA
04-horstmann 172 E dominant Sociality NA
04-horstmann 172 E E Adversity NA
04-horstmann 172 E E Deception NA
04-horstmann 172 E E Duty NA
04-horstmann 172 E E Intellect NA
04-horstmann 172 E E Mating NA
04-horstmann 172 E E Negativity NA
04-horstmann 172 E E pOsitivity NA
04-horstmann 172 E E Sociality NA
04-horstmann 172 E outgoing Adversity NA
04-horstmann 172 E outgoing Deception NA
04-horstmann 172 E outgoing Duty NA
04-horstmann 172 E outgoing Intellect NA
04-horstmann 172 E outgoing Mating NA
04-horstmann 172 E outgoing Negativity NA
04-horstmann 172 E outgoing pOsitivity NA
04-horstmann 172 E outgoing Sociality NA
04-horstmann 172 N N Adversity NA
04-horstmann 172 N N Deception NA
04-horstmann 172 N N Duty NA
04-horstmann 172 N N Intellect NA
04-horstmann 172 N N Mating NA
04-horstmann 172 N N Negativity NA
04-horstmann 172 N N pOsitivity NA
04-horstmann 172 N N Sociality NA
04-horstmann 172 O O Adversity NA
04-horstmann 172 O O Duty NA
04-horstmann 172 O O Intellect NA
04-horstmann 172 O O Mating NA
04-horstmann 172 O O Negativity NA
04-horstmann 172 O O pOsitivity NA
04-horstmann 172 O O Sociality NA
04-horstmann 173 A A Adversity NA
04-horstmann 173 A A Deception NA
04-horstmann 173 A A Duty NA
04-horstmann 173 A A Intellect NA
04-horstmann 173 A A Mating NA
04-horstmann 173 A A Negativity NA
04-horstmann 173 A A pOsitivity NA
04-horstmann 173 A A Sociality NA
04-horstmann 173 C C Adversity NA
04-horstmann 173 C C Deception NA
04-horstmann 173 C C Duty NA
04-horstmann 173 C C Intellect NA
04-horstmann 173 C C Mating NA
04-horstmann 173 C C Negativity NA
04-horstmann 173 C C pOsitivity NA
04-horstmann 173 C C Sociality NA
04-horstmann 173 E dominant Adversity NA
04-horstmann 173 E dominant Deception NA
04-horstmann 173 E dominant Duty NA
04-horstmann 173 E dominant Intellect NA
04-horstmann 173 E dominant Mating NA
04-horstmann 173 E dominant Negativity NA
04-horstmann 173 E dominant pOsitivity NA
04-horstmann 173 E dominant Sociality NA
04-horstmann 173 E E Adversity NA
04-horstmann 173 E E Deception NA
04-horstmann 173 E E Duty NA
04-horstmann 173 E E Intellect NA
04-horstmann 173 E E Mating NA
04-horstmann 173 E E Negativity NA
04-horstmann 173 E E pOsitivity NA
04-horstmann 173 E E Sociality NA
04-horstmann 173 E outgoing Adversity NA
04-horstmann 173 E outgoing Deception NA
04-horstmann 173 E outgoing Duty NA
04-horstmann 173 E outgoing Intellect NA
04-horstmann 173 E outgoing Mating NA
04-horstmann 173 E outgoing Negativity NA
04-horstmann 173 E outgoing pOsitivity NA
04-horstmann 173 E outgoing Sociality NA
04-horstmann 173 N N Adversity NA
04-horstmann 173 N N Deception NA
04-horstmann 173 N N Duty NA
04-horstmann 173 N N Intellect NA
04-horstmann 173 N N Mating NA
04-horstmann 173 N N Negativity NA
04-horstmann 173 N N pOsitivity NA
04-horstmann 173 N N Sociality NA
04-horstmann 173 O O Adversity NA
04-horstmann 173 O O Deception NA
04-horstmann 173 O O Duty NA
04-horstmann 173 O O Intellect NA
04-horstmann 173 O O Mating NA
04-horstmann 173 O O Negativity NA
04-horstmann 173 O O pOsitivity NA
04-horstmann 173 O O Sociality NA
04-horstmann 174 A A Adversity NA
04-horstmann 174 A A Deception NA
04-horstmann 174 A A Duty NA
04-horstmann 174 A A Intellect NA
04-horstmann 174 A A Mating NA
04-horstmann 174 A A Negativity NA
04-horstmann 174 A A pOsitivity NA
04-horstmann 174 A A Sociality NA
04-horstmann 174 C C Adversity NA
04-horstmann 174 C C Deception NA
04-horstmann 174 C C Duty NA
04-horstmann 174 C C Intellect NA
04-horstmann 174 C C Mating NA
04-horstmann 174 C C Negativity NA
04-horstmann 174 C C pOsitivity NA
04-horstmann 174 C C Sociality NA
04-horstmann 174 E dominant Adversity NA
04-horstmann 174 E dominant Deception NA
04-horstmann 174 E dominant Duty NA
04-horstmann 174 E dominant Intellect NA
04-horstmann 174 E dominant Mating NA
04-horstmann 174 E dominant Negativity NA
04-horstmann 174 E dominant pOsitivity NA
04-horstmann 174 E dominant Sociality NA
04-horstmann 174 E E Adversity NA
04-horstmann 174 E E Deception NA
04-horstmann 174 E E Duty NA
04-horstmann 174 E E Intellect NA
04-horstmann 174 E E Mating NA
04-horstmann 174 E E Negativity NA
04-horstmann 174 E E pOsitivity NA
04-horstmann 174 E E Sociality NA
04-horstmann 174 E outgoing Adversity NA
04-horstmann 174 E outgoing Deception NA
04-horstmann 174 E outgoing Duty NA
04-horstmann 174 E outgoing Intellect NA
04-horstmann 174 E outgoing Mating NA
04-horstmann 174 E outgoing Negativity NA
04-horstmann 174 E outgoing pOsitivity NA
04-horstmann 174 E outgoing Sociality NA
04-horstmann 174 N N Adversity NA
04-horstmann 174 N N Deception NA
04-horstmann 174 N N Duty NA
04-horstmann 174 N N Intellect NA
04-horstmann 174 N N Mating NA
04-horstmann 174 N N Negativity NA
04-horstmann 174 N N pOsitivity NA
04-horstmann 174 N N Sociality NA
04-horstmann 174 O O Adversity NA
04-horstmann 174 O O Deception NA
04-horstmann 174 O O Duty NA
04-horstmann 174 O O Intellect NA
04-horstmann 174 O O Mating NA
04-horstmann 174 O O Negativity NA
04-horstmann 174 O O pOsitivity NA
04-horstmann 174 O O Sociality NA
04-horstmann 179 A A Adversity NA
04-horstmann 179 A A Deception NA
04-horstmann 179 A A Duty NA
04-horstmann 179 A A Intellect NA
04-horstmann 179 A A Mating NA
04-horstmann 179 A A Negativity NA
04-horstmann 179 A A pOsitivity NA
04-horstmann 179 A A Sociality NA
04-horstmann 179 C C Adversity NA
04-horstmann 179 C C Deception NA
04-horstmann 179 C C Duty NA
04-horstmann 179 C C Intellect NA
04-horstmann 179 C C Mating NA
04-horstmann 179 C C Negativity NA
04-horstmann 179 C C pOsitivity NA
04-horstmann 179 C C Sociality NA
04-horstmann 179 E dominant Adversity NA
04-horstmann 179 E dominant Deception NA
04-horstmann 179 E dominant Duty NA
04-horstmann 179 E dominant Intellect NA
04-horstmann 179 E dominant Mating NA
04-horstmann 179 E dominant Negativity NA
04-horstmann 179 E dominant pOsitivity NA
04-horstmann 179 E dominant Sociality NA
04-horstmann 179 E E Adversity NA
04-horstmann 179 E E Deception NA
04-horstmann 179 E E Duty NA
04-horstmann 179 E E Intellect NA
04-horstmann 179 E E Mating NA
04-horstmann 179 E E Negativity NA
04-horstmann 179 E E pOsitivity NA
04-horstmann 179 E E Sociality NA
04-horstmann 179 E outgoing Adversity NA
04-horstmann 179 E outgoing Deception NA
04-horstmann 179 E outgoing Duty NA
04-horstmann 179 E outgoing Intellect NA
04-horstmann 179 E outgoing Mating NA
04-horstmann 179 E outgoing Negativity NA
04-horstmann 179 E outgoing pOsitivity NA
04-horstmann 179 E outgoing Sociality NA
04-horstmann 179 N N Adversity NA
04-horstmann 179 N N Deception NA
04-horstmann 179 N N Duty NA
04-horstmann 179 N N Intellect NA
04-horstmann 179 N N Mating NA
04-horstmann 179 N N Negativity NA
04-horstmann 179 N N pOsitivity NA
04-horstmann 179 N N Sociality NA
04-horstmann 179 O O Adversity NA
04-horstmann 179 O O Deception NA
04-horstmann 179 O O Duty NA
04-horstmann 179 O O Intellect NA
04-horstmann 179 O O Mating NA
04-horstmann 179 O O Negativity NA
04-horstmann 179 O O pOsitivity NA
04-horstmann 179 O O Sociality NA
04-horstmann 18 A A Adversity NA
04-horstmann 18 A A Duty NA
04-horstmann 18 A A Intellect NA
04-horstmann 18 A A Mating NA
04-horstmann 18 A A Negativity NA
04-horstmann 18 A A pOsitivity NA
04-horstmann 18 A A Sociality NA
04-horstmann 18 C C Adversity NA
04-horstmann 18 C C Duty NA
04-horstmann 18 C C Intellect NA
04-horstmann 18 C C Mating NA
04-horstmann 18 C C Negativity NA
04-horstmann 18 C C pOsitivity NA
04-horstmann 18 C C Sociality NA
04-horstmann 18 E dominant Adversity NA
04-horstmann 18 E dominant Duty NA
04-horstmann 18 E dominant Intellect NA
04-horstmann 18 E dominant Mating NA
04-horstmann 18 E dominant Negativity NA
04-horstmann 18 E dominant pOsitivity NA
04-horstmann 18 E dominant Sociality NA
04-horstmann 18 E E Adversity NA
04-horstmann 18 E E Duty NA
04-horstmann 18 E E Intellect NA
04-horstmann 18 E E Mating NA
04-horstmann 18 E E Negativity NA
04-horstmann 18 E E pOsitivity NA
04-horstmann 18 E E Sociality NA
04-horstmann 18 E outgoing Adversity NA
04-horstmann 18 E outgoing Duty NA
04-horstmann 18 E outgoing Intellect NA
04-horstmann 18 E outgoing Mating NA
04-horstmann 18 E outgoing Negativity NA
04-horstmann 18 E outgoing pOsitivity NA
04-horstmann 18 E outgoing Sociality NA
04-horstmann 18 N N Adversity NA
04-horstmann 18 N N Duty NA
04-horstmann 18 N N Intellect NA
04-horstmann 18 N N Mating NA
04-horstmann 18 N N Negativity NA
04-horstmann 18 N N pOsitivity NA
04-horstmann 18 N N Sociality NA
04-horstmann 18 O O Adversity NA
04-horstmann 18 O O Duty NA
04-horstmann 18 O O Intellect NA
04-horstmann 18 O O Mating NA
04-horstmann 18 O O Negativity NA
04-horstmann 18 O O pOsitivity NA
04-horstmann 18 O O Sociality NA
04-horstmann 180 A A Adversity NA
04-horstmann 180 A A Deception NA
04-horstmann 180 A A Duty NA
04-horstmann 180 A A Intellect NA
04-horstmann 180 A A Mating NA
04-horstmann 180 A A Negativity NA
04-horstmann 180 A A pOsitivity NA
04-horstmann 180 A A Sociality NA
04-horstmann 180 C C Adversity NA
04-horstmann 180 C C Deception NA
04-horstmann 180 C C Duty NA
04-horstmann 180 C C Intellect NA
04-horstmann 180 C C Mating NA
04-horstmann 180 C C Negativity NA
04-horstmann 180 C C pOsitivity NA
04-horstmann 180 C C Sociality NA
04-horstmann 180 E dominant Adversity NA
04-horstmann 180 E dominant Deception NA
04-horstmann 180 E dominant Duty NA
04-horstmann 180 E dominant Intellect NA
04-horstmann 180 E dominant Mating NA
04-horstmann 180 E dominant Negativity NA
04-horstmann 180 E dominant pOsitivity NA
04-horstmann 180 E dominant Sociality NA
04-horstmann 180 E E Adversity NA
04-horstmann 180 E E Deception NA
04-horstmann 180 E E Duty NA
04-horstmann 180 E E Intellect NA
04-horstmann 180 E E Mating NA
04-horstmann 180 E E Negativity NA
04-horstmann 180 E E pOsitivity NA
04-horstmann 180 E E Sociality NA
04-horstmann 180 E outgoing Adversity NA
04-horstmann 180 E outgoing Deception NA
04-horstmann 180 E outgoing Duty NA
04-horstmann 180 E outgoing Intellect NA
04-horstmann 180 E outgoing Mating NA
04-horstmann 180 E outgoing Negativity NA
04-horstmann 180 E outgoing pOsitivity NA
04-horstmann 180 E outgoing Sociality NA
04-horstmann 180 N N Adversity NA
04-horstmann 180 N N Deception NA
04-horstmann 180 N N Duty NA
04-horstmann 180 N N Intellect NA
04-horstmann 180 N N Mating NA
04-horstmann 180 N N Negativity NA
04-horstmann 180 N N pOsitivity NA
04-horstmann 180 N N Sociality NA
04-horstmann 180 O O Adversity NA
04-horstmann 180 O O Deception NA
04-horstmann 180 O O Duty NA
04-horstmann 180 O O Intellect NA
04-horstmann 180 O O Mating NA
04-horstmann 180 O O Negativity NA
04-horstmann 180 O O pOsitivity NA
04-horstmann 180 O O Sociality NA
04-horstmann 182 A A Adversity NA
04-horstmann 182 A A Deception NA
04-horstmann 182 A A Duty NA
04-horstmann 182 A A Intellect NA
04-horstmann 182 A A Mating NA
04-horstmann 182 A A Negativity NA
04-horstmann 182 A A pOsitivity NA
04-horstmann 182 A A Sociality NA
04-horstmann 182 C C Adversity NA
04-horstmann 182 C C Deception NA
04-horstmann 182 C C Duty NA
04-horstmann 182 C C Intellect NA
04-horstmann 182 C C Mating NA
04-horstmann 182 C C Negativity NA
04-horstmann 182 C C pOsitivity NA
04-horstmann 182 C C Sociality NA
04-horstmann 182 E dominant Adversity NA
04-horstmann 182 E dominant Deception NA
04-horstmann 182 E dominant Duty NA
04-horstmann 182 E dominant Intellect NA
04-horstmann 182 E dominant Mating NA
04-horstmann 182 E dominant Negativity NA
04-horstmann 182 E dominant pOsitivity NA
04-horstmann 182 E dominant Sociality NA
04-horstmann 182 E E Adversity NA
04-horstmann 182 E E Deception NA
04-horstmann 182 E E Duty NA
04-horstmann 182 E E Intellect NA
04-horstmann 182 E E Mating NA
04-horstmann 182 E E Negativity NA
04-horstmann 182 E E pOsitivity NA
04-horstmann 182 E E Sociality NA
04-horstmann 182 E outgoing Adversity NA
04-horstmann 182 E outgoing Deception NA
04-horstmann 182 E outgoing Duty NA
04-horstmann 182 E outgoing Intellect NA
04-horstmann 182 E outgoing Mating NA
04-horstmann 182 E outgoing Negativity NA
04-horstmann 182 E outgoing pOsitivity NA
04-horstmann 182 E outgoing Sociality NA
04-horstmann 182 N N Adversity NA
04-horstmann 182 N N Deception NA
04-horstmann 182 N N Duty NA
04-horstmann 182 N N Intellect NA
04-horstmann 182 N N Mating NA
04-horstmann 182 N N Negativity NA
04-horstmann 182 N N pOsitivity NA
04-horstmann 182 N N Sociality NA
04-horstmann 182 O O Adversity NA
04-horstmann 182 O O Deception NA
04-horstmann 182 O O Duty NA
04-horstmann 182 O O Intellect NA
04-horstmann 182 O O Mating NA
04-horstmann 182 O O Negativity NA
04-horstmann 182 O O pOsitivity NA
04-horstmann 182 O O Sociality NA
04-horstmann 183 A A Adversity NA
04-horstmann 183 A A Deception NA
04-horstmann 183 A A Duty NA
04-horstmann 183 A A Intellect NA
04-horstmann 183 A A Mating NA
04-horstmann 183 A A Negativity NA
04-horstmann 183 A A pOsitivity NA
04-horstmann 183 A A Sociality NA
04-horstmann 183 C C Adversity NA
04-horstmann 183 C C Deception NA
04-horstmann 183 C C Duty NA
04-horstmann 183 C C Intellect NA
04-horstmann 183 C C Mating NA
04-horstmann 183 C C Negativity NA
04-horstmann 183 C C pOsitivity NA
04-horstmann 183 C C Sociality NA
04-horstmann 183 E dominant Adversity NA
04-horstmann 183 E dominant Deception NA
04-horstmann 183 E dominant Duty NA
04-horstmann 183 E dominant Intellect NA
04-horstmann 183 E dominant Mating NA
04-horstmann 183 E dominant Negativity NA
04-horstmann 183 E dominant pOsitivity NA
04-horstmann 183 E dominant Sociality NA
04-horstmann 183 E E Adversity NA
04-horstmann 183 E E Deception NA
04-horstmann 183 E E Duty NA
04-horstmann 183 E E Intellect NA
04-horstmann 183 E E Mating NA
04-horstmann 183 E E Negativity NA
04-horstmann 183 E E pOsitivity NA
04-horstmann 183 E E Sociality NA
04-horstmann 183 E outgoing Adversity NA
04-horstmann 183 E outgoing Deception NA
04-horstmann 183 E outgoing Duty NA
04-horstmann 183 E outgoing Intellect NA
04-horstmann 183 E outgoing Mating NA
04-horstmann 183 E outgoing Negativity NA
04-horstmann 183 E outgoing pOsitivity NA
04-horstmann 183 E outgoing Sociality NA
04-horstmann 183 N N Adversity NA
04-horstmann 183 N N Deception NA
04-horstmann 183 N N Duty NA
04-horstmann 183 N N Intellect NA
04-horstmann 183 N N Mating NA
04-horstmann 183 N N Negativity NA
04-horstmann 183 N N pOsitivity NA
04-horstmann 183 N N Sociality NA
04-horstmann 183 O O Adversity NA
04-horstmann 183 O O Deception NA
04-horstmann 183 O O Duty NA
04-horstmann 183 O O Intellect NA
04-horstmann 183 O O Mating NA
04-horstmann 183 O O Negativity NA
04-horstmann 183 O O pOsitivity NA
04-horstmann 183 O O Sociality NA
04-horstmann 19 A A Deception NA
04-horstmann 19 A A Duty NA
04-horstmann 19 A A Intellect NA
04-horstmann 19 A A Mating NA
04-horstmann 19 A A Negativity NA
04-horstmann 19 A A pOsitivity NA
04-horstmann 19 A A Sociality NA
04-horstmann 19 C C Deception NA
04-horstmann 19 C C Duty NA
04-horstmann 19 C C Intellect NA
04-horstmann 19 C C Mating NA
04-horstmann 19 C C Negativity NA
04-horstmann 19 C C pOsitivity NA
04-horstmann 19 C C Sociality NA
04-horstmann 19 E dominant Deception NA
04-horstmann 19 E dominant Duty NA
04-horstmann 19 E dominant Intellect NA
04-horstmann 19 E dominant Mating NA
04-horstmann 19 E dominant Negativity NA
04-horstmann 19 E dominant pOsitivity NA
04-horstmann 19 E dominant Sociality NA
04-horstmann 19 E E Deception NA
04-horstmann 19 E E Duty NA
04-horstmann 19 E E Intellect NA
04-horstmann 19 E E Mating NA
04-horstmann 19 E E Negativity NA
04-horstmann 19 E E pOsitivity NA
04-horstmann 19 E E Sociality NA
04-horstmann 19 E outgoing Deception NA
04-horstmann 19 E outgoing Duty NA
04-horstmann 19 E outgoing Intellect NA
04-horstmann 19 E outgoing Mating NA
04-horstmann 19 E outgoing Negativity NA
04-horstmann 19 E outgoing pOsitivity NA
04-horstmann 19 E outgoing Sociality NA
04-horstmann 19 N N Deception NA
04-horstmann 19 N N Duty NA
04-horstmann 19 N N Intellect NA
04-horstmann 19 N N Mating NA
04-horstmann 19 N N Negativity NA
04-horstmann 19 N N pOsitivity NA
04-horstmann 19 N N Sociality NA
04-horstmann 19 O O Deception NA
04-horstmann 19 O O Duty NA
04-horstmann 19 O O Intellect NA
04-horstmann 19 O O Mating NA
04-horstmann 19 O O Negativity NA
04-horstmann 19 O O pOsitivity NA
04-horstmann 19 O O Sociality NA
04-horstmann 190 A A Adversity NA
04-horstmann 190 A A Deception NA
04-horstmann 190 A A Duty NA
04-horstmann 190 A A Intellect NA
04-horstmann 190 A A Mating NA
04-horstmann 190 A A Negativity NA
04-horstmann 190 A A pOsitivity NA
04-horstmann 190 A A Sociality NA
04-horstmann 190 C C Adversity NA
04-horstmann 190 C C Deception NA
04-horstmann 190 C C Duty NA
04-horstmann 190 C C Intellect NA
04-horstmann 190 C C Mating NA
04-horstmann 190 C C Negativity NA
04-horstmann 190 C C pOsitivity NA
04-horstmann 190 C C Sociality NA
04-horstmann 190 E dominant Adversity NA
04-horstmann 190 E dominant Deception NA
04-horstmann 190 E dominant Duty NA
04-horstmann 190 E dominant Intellect NA
04-horstmann 190 E dominant Mating NA
04-horstmann 190 E dominant Negativity NA
04-horstmann 190 E dominant pOsitivity NA
04-horstmann 190 E dominant Sociality NA
04-horstmann 190 E E Adversity NA
04-horstmann 190 E E Deception NA
04-horstmann 190 E E Duty NA
04-horstmann 190 E E Intellect NA
04-horstmann 190 E E Mating NA
04-horstmann 190 E E Negativity NA
04-horstmann 190 E E pOsitivity NA
04-horstmann 190 E E Sociality NA
04-horstmann 190 E outgoing Adversity NA
04-horstmann 190 E outgoing Deception NA
04-horstmann 190 E outgoing Duty NA
04-horstmann 190 E outgoing Intellect NA
04-horstmann 190 E outgoing Mating NA
04-horstmann 190 E outgoing Negativity NA
04-horstmann 190 E outgoing pOsitivity NA
04-horstmann 190 E outgoing Sociality NA
04-horstmann 190 N N Adversity NA
04-horstmann 190 N N Deception NA
04-horstmann 190 N N Duty NA
04-horstmann 190 N N Intellect NA
04-horstmann 190 N N Mating NA
04-horstmann 190 N N Negativity NA
04-horstmann 190 N N pOsitivity NA
04-horstmann 190 N N Sociality NA
04-horstmann 190 O O Adversity NA
04-horstmann 190 O O Deception NA
04-horstmann 190 O O Duty NA
04-horstmann 190 O O Intellect NA
04-horstmann 190 O O Mating NA
04-horstmann 190 O O Negativity NA
04-horstmann 190 O O pOsitivity NA
04-horstmann 190 O O Sociality NA
04-horstmann 191 A A Adversity NA
04-horstmann 191 A A Deception NA
04-horstmann 191 A A Duty NA
04-horstmann 191 A A Intellect NA
04-horstmann 191 A A Mating NA
04-horstmann 191 A A Negativity NA
04-horstmann 191 A A pOsitivity NA
04-horstmann 191 A A Sociality NA
04-horstmann 191 C C Adversity NA
04-horstmann 191 C C Deception NA
04-horstmann 191 C C Duty NA
04-horstmann 191 C C Intellect NA
04-horstmann 191 C C Mating NA
04-horstmann 191 C C Negativity NA
04-horstmann 191 C C pOsitivity NA
04-horstmann 191 C C Sociality NA
04-horstmann 191 E dominant Adversity NA
04-horstmann 191 E dominant Deception NA
04-horstmann 191 E dominant Duty NA
04-horstmann 191 E dominant Intellect NA
04-horstmann 191 E dominant Mating NA
04-horstmann 191 E dominant Negativity NA
04-horstmann 191 E dominant pOsitivity NA
04-horstmann 191 E dominant Sociality NA
04-horstmann 191 E E Adversity NA
04-horstmann 191 E E Deception NA
04-horstmann 191 E E Duty NA
04-horstmann 191 E E Intellect NA
04-horstmann 191 E E Mating NA
04-horstmann 191 E E Negativity NA
04-horstmann 191 E E pOsitivity NA
04-horstmann 191 E E Sociality NA
04-horstmann 191 E outgoing Adversity NA
04-horstmann 191 E outgoing Deception NA
04-horstmann 191 E outgoing Duty NA
04-horstmann 191 E outgoing Intellect NA
04-horstmann 191 E outgoing Mating NA
04-horstmann 191 E outgoing Negativity NA
04-horstmann 191 E outgoing pOsitivity NA
04-horstmann 191 E outgoing Sociality NA
04-horstmann 191 N N Adversity NA
04-horstmann 191 N N Deception NA
04-horstmann 191 N N Duty NA
04-horstmann 191 N N Intellect NA
04-horstmann 191 N N Mating NA
04-horstmann 191 N N Negativity NA
04-horstmann 191 N N pOsitivity NA
04-horstmann 191 N N Sociality NA
04-horstmann 191 O O Adversity NA
04-horstmann 191 O O Deception NA
04-horstmann 191 O O Duty NA
04-horstmann 191 O O Intellect NA
04-horstmann 191 O O Mating NA
04-horstmann 191 O O Negativity NA
04-horstmann 191 O O pOsitivity NA
04-horstmann 191 O O Sociality NA
04-horstmann 196 A A Deception NA
04-horstmann 196 A A Duty NA
04-horstmann 196 A A Intellect NA
04-horstmann 196 A A Mating NA
04-horstmann 196 A A Negativity NA
04-horstmann 196 A A pOsitivity NA
04-horstmann 196 A A Sociality NA
04-horstmann 196 C C Deception NA
04-horstmann 196 C C Duty NA
